NUTS_3,LAU1_NAT_CODE,LAU2_NAT_CODE,CHANGE,NAME_1,NAME_2_LAT,POP,AREA
SI031,36,105,no,Rogašovci,Rogašovci,3111,40147020
SI034,54,106,no,Rogaška Slatina,Rogaška Slatina,10958,71545370
SI034,54,107,no,Rogatec,Rogatec,3093,39557820
SI032,68,108,no,Ruše,Ruše,7150,60814850
SI037,05,109,no,Semič,Semič,3780,146659280
SI036,47,110,no,Sevnica,Sevnica,17510,272172170
SI044,48,111,no,Sežana,Sežana,13160,217400560
SI033,49,112,no,Slovenj Gradec,Slovenj Gradec,16720,173693740
SI032,50,113,no,Slovenska Bistrica,Slovenska Bistrica,25413,260079900
SI034,51,114,no,Slovenske Konjice,Slovenske Konjice,14623,97841170
SI032,64,115,no,Starše,Starše,4072,33965640
SI031,08,116,no,Sveti Jurij ob Ščavnici,Sveti Jurij ob Ščavnici,2863,51323450
SI042,18,117,no,Šenčur,Šenčur,8580,40276250
SI032,65,118,no,Šentilj,Šentilj,8339,65010970
SI037,38,119,no,Šentjernej,Šentjernej,6993,95986440
SI034,52,120,no,Šentjur ,Šentjur ,18990,222258910
SI037,38,121,no,Škocjan,Škocjan,3236,60445400
SI042,53,122,no,Škofja Loka,Škofja Loka,22927,146010000
SI041,24,123,no,Škofljica,Škofljica,10618,43292540
SI034,54,124,no,Šmarje pri Jelšah,Šmarje pri Jelšah,10260,107702460
SI034,59,125,no,Šmartno ob Paki,Šmartno ob Paki,3240,18152300
SI034,59,126,no,Šoštanj,Šoštanj,8705,95585260
SI034,03,127,no,Štore,Štore,4239,28147570
SI043,55,128,no,Tolmin,Tolmin,11281,382330670
SI035,56,129,no,Trbovlje,Trbovlje,16339,58038480
SI037,57,130,no,Trebnje,Trebnje,12354,163324490
SI042,58,131,no,Tržič,Tržič,14872,155371490
SI031,22,132,no,Turnišče,Turnišče,3263,23844000
SI034,59,133,no,Velenje,Velenje,32747,83495180
SI041,24,134,no,Velike Lašče,Velike Lašče,4264,103184850
SI032,42,135,no,Videm,Videm,5481,79986540
SI043,01,136,no,Vipava,Vipava,5605,107406970
SI034,51,137,no,Vitanje,Vitanje,2269,59384200
SI041,24,138,no,Vodice,Vodice,4804,31383250
SI034,03,139,no,Vojnik,Vojnik,8685,75266670
SI041,60,140,no,Vrhnika,Vrhnika,16848,115560910
SI033,43,141,no,Vuzenica,Vuzenica,2687,50103890
SI035,61,142,12/11/2015,Zagorje ob Savi,Zagorje ob Savi,16650,147142200
SI032,42,143,no,Zavrč,Zavrč,1722,19329510
SI034,51,144,no,Zreče,Zreče,6395,67039290
SI042,53,146,no,Železniki,Železniki,6705,163742330
SI042,53,147,no,Žiri,Žiri,4870,49218820
SI032,21,148,no,Benedikt,Benedikt,2491,24138490
