NUTS_3,LAU1_NAT_CODE,LAU1_NAME,CHANGE,LAU2_NAT_CODE,NAME_1,NAME_2_LAT,POP,AREA
DK031,480,Nordfyns,no,7866,Veflinge Sogn,,1210,16900000
DK031,480,Nordfyns,no,7867,Søndersø Sogn,,3540,21800000
DK031,461,Odense,no,7868,Agedrup Sogn,,2839,9600000
DK031,440,Kerteminde,no,7869,Marslev Sogn,,1272,16500000
DK031,440,Kerteminde,no,7870,Birkende Sogn,,1656,12700000
DK031,440,Kerteminde,no,7871,Rynkeby Sogn,,1169,17300000
DK031,440,Kerteminde,no,7872,Revninge Sogn,,682,12100000
DK031,440,Kerteminde,no,7873,Mesinge Sogn,,837,19500000
DK031,440,Kerteminde,no,7874,Viby Sogn,,293,22000000
DK031,440,Kerteminde,no,7875,Dalby Sogn,,536,9800000
DK031,440,Kerteminde,no,7876,Stubberup Sogn,,434,27000000
DK031,461,Odense,no,7877,Seden Sogn,,5578,5800000
DK031,461,Odense,no,7878,Åsum Sogn,,578,10000000
DK031,461,Odense,no,7879,Fraugde Sogn,,4116,20600000
DK031,461,Odense,no,7880,Allerup Sogn,,345,9300000
DK031,461,Odense,no,7881,Davinde Sogn,,412,9700000
DK031,440,Kerteminde,no,7882,Rønninge Sogn,,3800,14100000
DK031,430,Faaborg-Midtfyn,no,7883,Rolfsted Sogn,,1903,15100000
DK031,430,Faaborg-Midtfyn,no,7884,Sønder Nærå Sogn,,2664,15100000
DK031,430,Faaborg-Midtfyn,no,7885,Nørre Lyndelse Sogn,,2625,23300000
DK031,461,Odense,no,7886,Højby Sogn,,4672,9300000
DK031,430,Faaborg-Midtfyn,no,7887,Nørre Søby Sogn,,1128,13400000
DK031,480,Nordfyns,no,7888,Norup Sogn,,892,24100000
DK031,480,Nordfyns,no,7889,Østrup Sogn,,465,13800000
DK031,480,Nordfyns,no,7890,Skeby Sogn,,785,19300000
DK031,480,Nordfyns,no,7891,Otterup Sogn,,5153,10700000
DK031,480,Nordfyns,no,7892,Hjadstrup Sogn,,785,12600000
DK032,630,Vejle,no,7893,Sankt Nikolaj Sogn,,11836,8400000
DK032,630,Vejle,no,7894,Vor Frelsers Sogn,,7285,3100000
DK032,630,Vejle,no,7895,Sankt Johannes Sogn,,5073,1500000
DK032,630,Vejle,no,7896,Hornstrup Sogn,,886,12000000
DK042,766,Hedensted,no,7897,Øster Snede Sogn,,2246,35400000
DK032,630,Vejle,no,7898,Grejs Sogn,,1528,14300000
DK042,766,Hedensted,no,7898,Grejs Sogn,,18,0
DK032,630,Vejle,no,7899,Sindbjerg Sogn,,12,0
DK042,766,Hedensted,no,7899,Sindbjerg Sogn,,1862,26300000
DK042,766,Hedensted,no,7900,Uldum Sogn,,1635,14600000
DK042,766,Hedensted,no,7901,Langskov Sogn,,994,13300000
DK032,630,Vejle,no,7903,Bredsten Sogn,,2268,31000000
DK032,630,Vejle,no,7904,Skibet Sogn,,3510,23100000
DK032,630,Vejle,no,7905,Jelling Sogn,,4310,37000000
DK032,630,Vejle,no,7906,Hover Sogn,,5802,18700000
DK032,630,Vejle,no,7907,Kollerup Sogn,,451,12900000
DK032,630,Vejle,no,7908,Vindelev Sogn,,287,8200000
DK032,607,Fredericia,no,7909,Trinitatis Sogn,,6564,1800000
DK032,607,Fredericia,no,7910,Vejlby Sogn,,1934,22700000
DK032,607,Fredericia,no,7911,Sankt Michaelis Sogn,,5553,2900000
DK032,607,Fredericia,no,7912,Christians Sogn,,8927,8700000
DK032,607,Fredericia,no,7913,Erritsø Sogn,,4166,11400000
DK032,607,Fredericia,no,7914,Bredstrup Sogn,,799,17700000
DK032,607,Fredericia,no,7915,Taulov Sogn,,5666,22600000
DK032,630,Vejle,no,7916,Gauerslund Sogn,,9406,40800000
DK032,630,Vejle,no,7917,Vinding Sogn,,3524,9900000
DK032,630,Vejle,no,7918,Skærup Sogn,,799,12800000
DK032,630,Vejle,no,7919,Mølholm Sogn,,4601,2700000
DK032,630,Vejle,no,7920,Smidstrup Sogn,,1690,36200000
DK032,607,Fredericia,no,7921,Pjedsted Sogn,,855,10500000
DK032,630,Vejle,no,7922,Gårslev Sogn,,2208,18900000
DK032,630,Vejle,no,7923,Højen Sogn,,1297,24100000
DK032,630,Vejle,no,7924,Jerlev Sogn,,1003,14400000
DK032,630,Vejle,no,7925,Egtved Sogn,,3584,80500000
DK032,630,Vejle,no,7926,Ødsted Sogn,,1969,31700000
DK032,621,Kolding,no,7927,Sankt Nicolai Sogn,,10641,5100000
DK032,621,Kolding,no,7928,Kristkirkens Sogn,,12500,4300000
DK032,621,Kolding,no,7929,Brændkjær Sogn,,5906,2600000
DK032,621,Kolding,no,7930,Eltang Sogn,,379,17000000
DK032,621,Kolding,no,7931,Sønder Vilstrup Sogn,,337,11500000
DK032,621,Kolding,no,7932,Nørre Bjert Sogn,,5757,10800000
DK032,621,Kolding,no,7933,Harte Sogn,,3434,19700000
DK032,621,Kolding,no,7934,Bramdrup Sogn,,4504,8000000
DK032,607,Fredericia,no,7935,Herslev Sogn,,814,20200000
DK032,621,Kolding,no,7936,Almind Sogn,,2038,19900000
DK032,621,Kolding,no,7937,Viuf Sogn,,919,17400000
DK032,630,Vejle,no,7938,Øster Starup Sogn,,2041,35100000
DK032,621,Kolding,no,7939,Vester Nebel Sogn,,2019,12900000
DK032,621,Kolding,no,7940,Vonsild Sogn,,2990,20900000
DK032,621,Kolding,no,7941,Dalby Sogn,,3143,12200000
DK032,621,Kolding,no,7942,Sønder Bjert Sogn,,2638,33400000
DK032,621,Kolding,no,7943,Sønder Stenderup Sogn,,857,31100000
DK032,621,Kolding,no,7944,Hejls Sogn,,956,14600000
DK032,621,Kolding,no,7945,Vejstrup Sogn,,1076,21700000
DK032,621,Kolding,no,7946,Ødis Sogn,,1318,41900000
DK032,621,Kolding,no,7947,Taps Sogn,,721,19100000
DK042,766,Hedensted,no,7948,Nebsager Sogn,,1851,11700000
DK042,766,Hedensted,no,7949,Bjerre Sogn,,678,14600000
DK042,766,Hedensted,no,7950,Urlev Sogn,,210,9700000
DK042,766,Hedensted,no,7951,Stenderup Sogn,,816,15400000
DK042,766,Hedensted,no,7952,Ørum Sogn,,286,8000000
DK042,766,Hedensted,no,7953,Daugård Sogn,,1376,12900000
DK042,766,Hedensted,no,7954,Stouby Sogn,,1616,39600000
DK042,766,Hedensted,no,7955,Hornum Sogn,,157,6500000
DK042,766,Hedensted,no,7956,Barrit Sogn,,1455,28400000
DK042,766,Hedensted,no,7957,Vrigsted Sogn,,337,8500000
DK042,766,Hedensted,no,7958,As Sogn,,711,17500000
DK042,766,Hedensted,no,7959,Klakring Sogn,,1189,11200000
DK042,766,Hedensted,no,7960,Rårup Sogn,,1292,28600000
DK042,766,Hedensted,no,7961,Skjold Sogn,,586,14000000
DK042,766,Hedensted,no,7962,Glud Sogn,,1723,21200000
DK042,766,Hedensted,no,7963,Hjarnø Sogn,,106,3200000
DK042,615,Horsens,no,7964,Hatting Sogn,,1954,16900000
DK042,766,Hedensted,no,7964,Hatting Sogn,,220,5900000
DK042,766,Hedensted,no,7965,Ølsted Sogn,,1195,10400000
DK042,615,Horsens,no,7966,Torsted Sogn,,9518,14700000
DK042,615,Horsens,no,7967,Tyrsted Sogn,,10546,12800000
DK042,615,Horsens,no,7968,Uth Sogn,,746,21200000
DK042,766,Hedensted,no,7969,Løsning Sogn,,4284,14100000
DK042,766,Hedensted,no,7970,Korning Sogn,,626,12700000
DK042,766,Hedensted,no,7971,Hedensted Sogn,,8018,23500000
DK042,766,Hedensted,no,7972,Store Dalby Sogn,,123,4700000
DK032,630,Vejle,no,7973,Engum Sogn,,1429,21900000
DK041,756,Ikast-Brande,no,7974,Brande Sogn,,8038,105900000
DK032,630,Vejle,no,7975,Givskud Sogn,,1191,36800000
DK032,630,Vejle,no,7976,Øster Nykirke Sogn,,646,26300000
DK032,630,Vejle,no,7977,Thyregod Sogn,,2090,64500000
DK032,630,Vejle,no,7978,Vester Sogn,,371,19100000
DK032,530,Billund,no,7979,Sønder Omme Sogn,,2327,83900000
DK041,756,Ikast-Brande,no,7980,Blåhøj Sogn,,794,31200000
DK032,530,Billund,no,7981,Filskov Sogn,,1047,40400000
DK032,630,Vejle,no,7982,Ringive Sogn,,413,30000000
DK032,630,Vejle,no,7983,Give Sogn,,5199,55700000
DK032,630,Vejle,no,7984,Gadbjerg Sogn,,1284,34500000
DK032,630,Vejle,no,7985,Lindeballe Sogn,,521,36700000
DK032,630,Vejle,no,7986,Nørup Sogn,,1723,52600000
DK032,630,Vejle,no,7987,Randbøl Sogn,,1513,65900000
DK042,746,Skanderborg,no,7988,Gammel Rye Sogn,,2046,46100000
DK042,615,Horsens,no,7989,Sønder Vissing Sogn,,1136,44500000
DK042,746,Skanderborg,no,7990,Voerladegård Sogn,,920,19800000
DK042,615,Horsens,no,7991,Grædstrup Sogn,,931,36100000
DK042,740,Silkeborg,no,7992,Vinding Sogn,,326,18000000
DK042,740,Silkeborg,no,7993,Bryrup Sogn,,1843,21900000
DK042,615,Horsens,no,7994,Brædstrup Sogn,,3607,13100000
DK042,615,Horsens,no,7995,Føvling Sogn,,509,18700000
DK042,615,Horsens,no,7996,Tønning Sogn,,662,14100000
DK042,615,Horsens,no,7997,Træden Sogn,,361,9300000
DK042,740,Silkeborg,no,7998,Them Sogn,,4936,106000000
DK041,756,Ikast-Brande,no,7999,Nørre Snede Sogn,,2425,51100000
DK041,756,Ikast-Brande,no,8000,Ejstrup Sogn,,2452,101400000
DK042,766,Hedensted,no,8001,Aale Sogn,,830,19100000
DK042,766,Hedensted,no,8002,Linnerup Sogn,,311,11900000
DK042,766,Hedensted,no,8003,Tørring Sogn,,3062,23400000
DK042,766,Hedensted,no,8004,Hammer Sogn,,151,12400000
DK041,756,Ikast-Brande,no,8005,Klovborg Sogn,,1049,34800000
DK042,766,Hedensted,no,8005,Klovborg Sogn,,6,0
DK042,615,Horsens,no,8006,Tyrsting Sogn,,210,14200000
DK042,740,Silkeborg,no,8007,Vrads Sogn,,529,61700000
DK042,746,Skanderborg,no,8010,Stilling Sogn,,3804,9100000
DK042,746,Skanderborg,no,8011,Blegind Sogn,,542,6700000
DK042,746,Skanderborg,no,8012,Hørning Sogn,,7458,12700000
DK042,746,Skanderborg,no,8013,Adslev Sogn,,478,11300000
DK042,746,Skanderborg,no,8014,Dover Sogn,,1155,34700000
DK042,746,Skanderborg,no,8015,Veng Sogn,,1149,26800000
DK042,746,Skanderborg,no,8016,Mesing Sogn,,329,8900000
DK042,740,Silkeborg,no,8017,Silkeborg Sogn,,6186,10100000
DK042,740,Silkeborg,no,8018,Mariehøj Sogn,,6135,6500000
DK042,740,Silkeborg,no,8019,Alderslyst Sogn,,11035,5800000
DK042,740,Silkeborg,no,8020,Linå Sogn,,3349,41400000
DK042,740,Silkeborg,no,8021,Voel Sogn,,1930,20700000
DK042,710,Favrskov,no,8022,Hammel Sogn,,7192,24300000
DK042,710,Favrskov,no,8023,Voldby Sogn,,779,11000000
DK042,710,Favrskov,no,8024,Søby Sogn,,494,13400000
DK042,710,Favrskov,no,8025,Skorup Sogn,,70,2400000
DK042,740,Silkeborg,no,8025,Skorup Sogn,,239,9500000
DK042,740,Silkeborg,no,8026,Tvilum Sogn,,1985,27500000
DK042,740,Silkeborg,no,8027,Gjern Sogn,,1313,21400000
DK042,740,Silkeborg,no,8028,Skannerup Sogn,,820,11500000
DK042,710,Favrskov,no,8029,Røgen Sogn,,262,10900000
DK042,710,Favrskov,no,8030,Sporup Sogn,,576,18900000
DK042,740,Silkeborg,no,8031,Dallerup Sogn,,1807,20800000
DK042,746,Skanderborg,no,8032,Låsby Sogn,,2438,20700000
DK042,746,Skanderborg,no,8033,Alling Sogn,,257,6400000
DK042,746,Skanderborg,no,8034,Tulstrup Sogn,,797,19400000
DK042,746,Skanderborg,no,8035,Fruering Sogn,,1926,26300000
DK042,746,Skanderborg,no,8036,Vitved Sogn,,255,5600000
DK042,751,Aarhus,no,8036,Vitved Sogn,,669,2200000
DK042,615,Horsens,no,8037,Østbirk Sogn,,3251,36600000
DK042,615,Horsens,no,8038,Yding Sogn,,407,15000000
DK042,746,Skanderborg,no,8039,Ovsted Sogn,,1280,19700000
DK042,746,Skanderborg,no,8040,Tåning Sogn,,302,14600000
DK042,746,Skanderborg,no,8041,Hylke Sogn,,860,22900000
DK042,615,Horsens,no,8042,Kattrup Sogn,,387,14900000
DK042,615,Horsens,no,8043,Tolstrup Sogn,,2464,12800000
DK042,615,Horsens,no,8044,Ørridslev Sogn,,3009,17600000
DK042,615,Horsens,no,8045,Vedslet Sogn,,498,16800000
DK042,615,Horsens,no,8046,Lundum Sogn,,266,8300000
DK042,615,Horsens,no,8047,Hansted Sogn,,2726,21300000
DK042,615,Horsens,no,8048,Vær Sogn,,5965,16600000
DK042,615,Horsens,no,8049,Nebel Sogn,,344,14300000
DK042,615,Horsens,no,8050,Gangsted Sogn,,271,10200000
DK042,615,Horsens,no,8051,Søvind Sogn,,1572,22100000
DK042,615,Horsens,no,8052,Klostersogn,,12529,4000000
DK042,615,Horsens,no,8053,Vor Frelsers Sogn,,12350,5200000
DK042,615,Horsens,no,8054,Tamdrup Sogn,,2794,35000000
DK042,615,Horsens,no,8055,Nim Sogn,,930,14900000
DK042,615,Horsens,no,8056,Underup Sogn,,281,14200000
DK042,766,Hedensted,no,8057,Hvirring Sogn,,1994,32300000
DK042,766,Hedensted,no,8058,Hornborg Sogn,,830,21500000
DK042,615,Horsens,no,8059,Endelave Sogn,,167,13000000
DK042,710,Favrskov,no,8060,Lyngå Sogn,,565,22200000
DK042,710,Favrskov,no,8061,Vitten Sogn,,309,7700000
DK042,710,Favrskov,no,8062,Haldum Sogn,,4171,15500000
DK042,710,Favrskov,no,8064,Lading Sogn,,1155,21800000
DK042,751,Aarhus,no,8065,Fårup Sogn,,874,7800000
DK042,751,Aarhus,no,8066,Sabro Sogn,,3058,9200000
DK042,710,Favrskov,no,8067,Grundfør Sogn,,4345,13200000
DK042,751,Aarhus,no,8068,Spørring Sogn,,1124,9300000
DK042,710,Favrskov,no,8069,Søften Sogn,,2953,11600000
DK042,710,Favrskov,no,8070,Foldby Sogn,,1709,28400000
DK042,751,Aarhus,no,8071,Trige Sogn,,3245,16100000
DK042,751,Aarhus,no,8072,Ølsted Sogn,,190,4300000
DK042,751,Aarhus,no,8073,Elsted Sogn,,5004,4200000
DK042,751,Aarhus,no,8074,Elev Sogn,,1316,4700000
DK042,746,Skanderborg,no,8075,Sjelle Sogn,,458,11200000
DK042,746,Skanderborg,no,8076,Skjørring Sogn,,409,9600000
DK042,746,Skanderborg,no,8077,Skivholme Sogn,,1150,14800000
DK042,746,Skanderborg,no,8078,Skovby Sogn,,3271,8000000
DK042,751,Aarhus,no,8079,Borum Sogn,,548,10500000
DK042,751,Aarhus,no,8080,Lyngby Sogn,,189,6000000
DK042,751,Aarhus,no,8081,Harlev Sogn,,1094,11600000
DK042,751,Aarhus,no,8082,Framlev Sogn,,3618,18100000
DK042,746,Skanderborg,no,8083,Storring Sogn,,584,12200000
DK042,746,Skanderborg,no,8084,Stjær Sogn,,1110,8200000
DK042,746,Skanderborg,no,8085,Galten Sogn,,4921,8600000
DK042,727,Odder,no,8086,Tunø Sogn,,114,3600000
DK042,727,Odder,no,8087,Odder Sogn,,12450,41300000
DK042,727,Odder,no,8088,Torrild Sogn,,471,18100000
DK042,727,Odder,no,8089,Saksild Sogn,,1442,16700000
DK042,727,Odder,no,8090,Nølev Sogn,,228,7400000
DK042,727,Odder,no,8091,Randlev Sogn,,648,8100000
DK042,727,Odder,no,8092,Bjerager Sogn,,739,14500000
DK042,727,Odder,no,8093,Hundslund Sogn,,1329,29700000
DK042,727,Odder,no,8094,Ørting Sogn,,889,8600000
DK042,727,Odder,no,8095,Falling Sogn,,461,21500000
DK042,727,Odder,no,8096,Gosmer Sogn,,445,16300000
DK042,727,Odder,no,8097,Halling Sogn,,1669,5500000
DK042,727,Odder,no,8098,Gylling Sogn,,1056,23700000
DK042,727,Odder,no,8099,Alrø Sogn,,146,7500000
DK042,751,Aarhus,no,8100,Viby Sogn,,8248,4900000
DK042,751,Aarhus,no,8101,Fredens Sogn,,7214,2000000
DK042,751,Aarhus,no,8102,Holme Sogn,,10370,4500000
DK042,751,Aarhus,no,8103,Tranbjerg Sogn,,8908,10800000
DK042,751,Aarhus,no,8104,Skåde Sogn,,10786,5600000
DK042,751,Aarhus,no,8105,Mårslet Sogn,,5715,24100000
DK042,751,Aarhus,no,8106,Tiset Sogn,,2598,17100000
DK042,751,Aarhus,no,8107,Ormslev Sogn,,5804,15500000
DK042,751,Aarhus,no,8108,Kolt Sogn,,6973,16500000
DK042,751,Aarhus,no,8109,Beder Sogn,,4586,10200000
DK042,751,Aarhus,no,8110,Malling Sogn,,5174,26300000
DK042,727,Odder,no,8111,Astrup Sogn,,11,500000
DK042,751,Aarhus,no,8111,Astrup Sogn,,1493,12600000
DK042,751,Aarhus,no,8112,Tulstrup Sogn,,180,6500000
DK042,727,Odder,no,8113,Hvilsted Sogn,,12,600000
DK042,751,Aarhus,no,8113,Hvilsted Sogn,,394,9300000
DK042,751,Aarhus,no,8114,Aarhus Domsogn,,13489,4000000
DK042,751,Aarhus,no,8115,Vor Frue Sogn,,13403,1700000
DK042,751,Aarhus,no,8116,Sankt Markus Sogn,,8813,1000000
DK042,751,Aarhus,no,8117,Møllevang Sogn,,9557,1700000
DK042,751,Aarhus,no,8118,Sankt Pauls Sogn,,9666,5300000
DK042,751,Aarhus,no,8119,Langenæs Sogn,,6825,1000000
DK042,751,Aarhus,no,8120,Sankt Johannes Sogn,,11513,2800000
DK042,751,Aarhus,no,8121,Christians Sogn,,14755,3300000
DK042,751,Aarhus,no,8122,Åby Sogn,,11004,4400000
DK042,751,Aarhus,no,8123,Vejlby Sogn,,7199,3000000
DK042,751,Aarhus,no,8124,Risskov Sogn,,7330,3600000
DK042,751,Aarhus,no,8125,Hasle Sogn,,7504,2600000
DK042,751,Aarhus,no,8126,Skejby Sogn,,849,4300000
DK042,751,Aarhus,no,8127,Lisbjerg Sogn,,1069,12000000
DK042,751,Aarhus,no,8128,Brabrand Sogn,,7037,4500000
DK042,751,Aarhus,no,8129,Sønder Årslev Sogn,,992,7200000
DK042,751,Aarhus,no,8130,Tilst Sogn,,8670,12700000
DK042,751,Aarhus,no,8131,Kasted Sogn,,191,5000000
DK042,751,Aarhus,no,8132,Sankt Lukas Sogn,,10426,1700000
DK042,730,Randers,no,8133,Støvring Sogn,,286,11900000
DK042,730,Randers,no,8134,Mellerup Sogn,,583,5500000
DK042,730,Randers,no,8135,Haslund Sogn,,1262,18100000
DK042,730,Randers,no,8136,Ølst Sogn,,385,18100000
DK042,730,Randers,no,8137,Værum Sogn,,377,10600000
DK042,730,Randers,no,8138,Ørum Sogn,,480,18400000
DK042,710,Favrskov,no,8139,Laurbjerg Sogn,,1077,13300000
DK042,710,Favrskov,no,8140,Lerbjerg Sogn,,142,5200000
DK042,710,Favrskov,no,8141,Nørre Galten Sogn,,381,16100000
DK042,710,Favrskov,no,8142,Vissing Sogn,,323,12100000
DK042,710,Favrskov,no,8143,Voldum Sogn,,922,19700000
DK042,710,Favrskov,no,8144,Rud Sogn,,331,13200000
DK042,730,Randers,no,8145,Årslev Sogn,,194,7100000
DK042,730,Randers,no,8146,Vorup Sogn,,6800,7800000
DK042,710,Favrskov,no,8147,Ødum Sogn,,1386,24900000
DK042,710,Favrskov,no,8148,Hadbjerg Sogn,,1022,9800000
DK050,846,Mariagerfjord,no,8149,Vester Tørslev Sogn,,88,5900000
DK050,846,Mariagerfjord,no,8150,Svenstrup Sogn,,301,19800000
DK042,730,Randers,no,8151,Asferg Sogn,,987,22300000
DK042,730,Randers,no,8152,Fårup Sogn,,1124,10900000
DK042,730,Randers,no,8153,Kousted Sogn,,208,9700000
DK042,730,Randers,no,8154,Råsted Sogn,,555,10800000
DK042,730,Randers,no,8155,Spentrup Sogn,,2733,18400000
DK042,730,Randers,no,8156,Gassum Sogn,,912,29600000
DK042,730,Randers,no,8157,Hald Sogn,,635,21900000
DK042,730,Randers,no,8158,Kærby Sogn,,156,7800000
DK042,707,Norddjurs,no,8159,Fjellerup Sogn,,701,18300000
DK042,707,Norddjurs,no,8160,Glesborg Sogn,,955,37700000
DK042,707,Norddjurs,no,8161,Ørum Sogn,,1328,26600000
DK042,707,Norddjurs,no,8162,Ginnerup Sogn,,497,27200000
DK042,706,Syddjurs,no,8163,Nimtofte Sogn,,838,21400000
DK042,706,Syddjurs,no,8164,Tøstrup Sogn,,319,22100000
DK042,707,Norddjurs,no,8165,Anholt Sogn,,145,21000000
DK042,707,Norddjurs,no,8166,Ålsø Sogn,,1838,36200000
DK042,707,Norddjurs,no,8167,Hoed Sogn,,183,10000000
DK042,707,Norddjurs,no,8168,Vejlby Sogn,,228,12900000
DK042,707,Norddjurs,no,8169,Homå Sogn,,288,13100000
DK042,707,Norddjurs,no,8170,Lyngby Sogn,,1526,33000000
DK042,707,Norddjurs,no,8171,Albøge Sogn,,292,19500000
DK042,706,Syddjurs,no,8172,Hyllested Sogn,,351,14100000
DK042,706,Syddjurs,no,8173,Rosmus Sogn,,857,28300000
DK042,706,Syddjurs,no,8174,Tirstrup Sogn,,759,27500000
DK042,706,Syddjurs,no,8175,Fuglslev Sogn,,275,16300000
DK042,706,Syddjurs,no,8176,Feldballe Sogn,,961,34100000
DK042,706,Syddjurs,no,8177,Nødager Sogn,,696,40800000
DK042,706,Syddjurs,no,8178,Kolind Sogn,,1951,9500000
DK042,706,Syddjurs,no,8179,Ebdrup Sogn,,181,8800000
DK042,706,Syddjurs,no,8180,Skarresø Sogn,,325,16400000
DK042,730,Randers,no,8181,Sankt Mortens Sogn,,8605,4500000
DK042,730,Randers,no,8182,Sankt Peders Sogn,,8323,1800000
DK042,730,Randers,no,8183,Sankt Clemens Sogn,,8887,3500000
DK042,730,Randers,no,8184,Dronningborg Sogn,,4098,5300000
DK050,846,Mariagerfjord,no,8185,Glenstrup Sogn,,643,25200000
DK050,846,Mariagerfjord,no,8186,Skjellerup Sogn,,387,18100000
DK042,730,Randers,no,8187,Tvede Sogn,,283,12100000
DK042,730,Randers,no,8188,Linde Sogn,,881,10400000
DK042,730,Randers,no,8189,Udbyneder Sogn,,1377,56400000
DK042,730,Randers,no,8190,Kastbjerg Sogn,,191,15300000
DK050,846,Mariagerfjord,no,8190,Kastbjerg Sogn,,5,100000
DK042,730,Randers,no,8191,Dalbyneder Sogn,,117,8000000
DK042,730,Randers,no,8192,Dalbyover Sogn,,357,10100000
DK042,730,Randers,no,8193,Råby Sogn,,457,16000000
DK042,730,Randers,no,8194,Sødring Sogn,,365,19600000
DK042,730,Randers,no,8195,Øster Tørslev Sogn,,1181,24200000
DK042,730,Randers,no,8196,Gjerlev Sogn,,927,16000000
DK042,730,Randers,no,8197,Enslev Sogn,,313,6400000
DK050,846,Mariagerfjord,no,8198,Hobro Sogn,,10444,15700000
DK050,846,Mariagerfjord,no,8199,Mariager Sogn,,3286,39900000
DK050,846,Mariagerfjord,no,8202,Hem Sogn,,284,18300000
DK050,846,Mariagerfjord,no,8203,Sem Sogn,,133,13200000
DK050,846,Mariagerfjord,no,8204,Sønder Onsild Sogn,,934,16100000
DK050,846,Mariagerfjord,no,8205,Nørre Onsild Sogn,,223,11200000
DK050,846,Mariagerfjord,no,8206,Hvornum Sogn,,645,21200000
DK050,846,Mariagerfjord,no,8207,Snæbum Sogn,,316,11500000
DK042,730,Randers,no,8208,Borup Sogn,,423,18300000
DK042,730,Randers,no,8209,Gimming Sogn,,778,10100000
DK042,730,Randers,no,8210,Lem Sogn,,296,7100000
DK042,730,Randers,no,8211,Harridslev Sogn,,1460,14500000
DK042,730,Randers,no,8212,Albæk Sogn,,430,17100000
DK042,730,Randers,no,8213,Kristrup Sogn,,9047,19100000
DK042,730,Randers,no,8214,Virring Sogn,,1023,22000000
DK042,730,Randers,no,8215,Essenbæk Sogn,,3608,20500000
DK042,730,Randers,no,8216,Hørning Sogn,,566,23800000
DK042,707,Norddjurs,no,8217,Fausing Sogn,,586,26900000
DK042,730,Randers,no,8217,Fausing Sogn,,4,0
DK042,707,Norddjurs,no,8218,Auning Sogn,,3189,18800000
DK042,706,Syddjurs,no,8219,Marie Magdalene Sogn,,3526,37000000
DK042,706,Syddjurs,no,8220,Koed Sogn,,453,22500000
DK042,707,Norddjurs,no,8221,Øster Alling Sogn,,536,11900000
DK042,707,Norddjurs,no,8222,Vester Alling Sogn,,149,7400000
DK042,706,Syddjurs,no,8223,Hvilsager Sogn,,644,29500000
DK042,706,Syddjurs,no,8224,Lime Sogn,,566,10300000
DK042,706,Syddjurs,no,8225,Mygind Sogn,,107,3400000
DK042,706,Syddjurs,no,8226,Krogsbæk Sogn,,353,14700000
DK042,706,Syddjurs,no,8227,Skørring Sogn,,257,5700000
DK042,706,Syddjurs,no,8228,Søby Sogn,,359,9700000
DK042,706,Syddjurs,no,8229,Skader Sogn,,184,7800000
DK042,706,Syddjurs,no,8230,Halling Sogn,,198,7200000
DK042,707,Norddjurs,no,8231,Grenaa Sogn,,13826,25100000
DK042,707,Norddjurs,no,8232,Hammelev Sogn,,291,11600000
DK042,707,Norddjurs,no,8233,Enslev Sogn,,241,12800000
DK042,707,Norddjurs,no,8234,Karlby Sogn,,108,4800000
DK042,707,Norddjurs,no,8235,Voldby Sogn,,660,13600000
DK042,707,Norddjurs,no,8236,Veggerslev Sogn,,191,5300000
DK042,707,Norddjurs,no,8237,Villersø Sogn,,162,5000000
DK042,707,Norddjurs,no,8238,Gjerrild Sogn,,609,27100000
DK042,707,Norddjurs,no,8239,Hemmed Sogn,,1005,18500000
DK042,707,Norddjurs,no,8240,Rimsø Sogn,,279,13500000
DK042,707,Norddjurs,no,8241,Kastbjerg Sogn,,244,13600000
DK042,706,Syddjurs,no,8242,Thorsager Sogn,,1994,35800000
DK042,706,Syddjurs,no,8243,Bregnet Sogn,,4836,30200000
DK042,706,Syddjurs,no,8244,Mørke Sogn,,2085,20800000
DK042,706,Syddjurs,no,8245,Hornslet Sogn,,6327,31900000
DK042,751,Aarhus,no,8246,Skødstrup Sogn,,8962,23600000
DK042,751,Aarhus,no,8247,Todbjerg Sogn,,1460,24700000
DK042,751,Aarhus,no,8248,Mejlby Sogn,,670,11900000
DK042,751,Aarhus,no,8249,Hjortshøj Sogn,,3867,11300000
DK042,751,Aarhus,no,8250,Egå Sogn,,4846,6800000
DK042,706,Syddjurs,no,8253,Tved Sogn,,798,25300000
DK042,706,Syddjurs,no,8254,Agri Sogn,,522,20600000
DK042,706,Syddjurs,no,8255,Egens Sogn,,169,3300000
DK042,706,Syddjurs,no,8256,Knebel Sogn,,783,7600000
DK042,706,Syddjurs,no,8257,Rolsø Sogn,,502,9000000
DK042,706,Syddjurs,no,8258,Vistoft Sogn,,524,22800000
DK042,706,Syddjurs,no,8259,Helgenæs Sogn,,435,21800000
DK042,707,Norddjurs,no,8260,Holbæk Sogn,,411,20000000
DK042,707,Norddjurs,no,8261,Udby Sogn,,229,12000000
DK042,707,Norddjurs,no,8262,Voer Sogn,,204,11400000
DK042,707,Norddjurs,no,8263,Estruplund Sogn,,297,15700000
DK042,707,Norddjurs,no,8264,Ørsted Sogn,,2030,53400000
DK042,707,Norddjurs,no,8265,Vivild Sogn,,1116,26400000
DK042,707,Norddjurs,no,8266,Vejlby Sogn,,1939,14900000
DK042,707,Norddjurs,no,8267,Gjesing Sogn,,613,37800000
DK042,707,Norddjurs,no,8268,Nørager Sogn,,721,32700000
DK050,820,Vesthimmerlands,no,8269,Aars Sogn,,8719,38600000
DK050,820,Vesthimmerlands,no,8270,Havbro Sogn,,660,17400000
