NUTS_3,LAU1_NAT_CODE,LAU1_NAME,CHANGE,LAU2_NAT_CODE,NAME_1,NAME_2_LAT,POP,AREA
DK022,370,Næstved,no,7464,Sandby Sogn,,484,12200000
DK022,370,Næstved,no,7465,Vrangstrup Sogn,,109,4300000
DK022,390,Vordingborg,no,7466,Præstø Sogn,,1845,4900000
DK013,219,Hillerød,no,7467,Ullerød Sogn,,6797,4300000
DK022,390,Vordingborg,no,7468,Skibinge Sogn,,2873,14000000
DK022,390,Vordingborg,no,7469,Vordingborg Sogn,,12633,38300000
DK022,390,Vordingborg,no,7470,Kastrup Sogn,,2897,27700000
DK022,390,Vordingborg,no,7471,Jungshoved Sogn,,788,23000000
DK022,370,Næstved,no,7472,Everdrup Sogn,,1044,30500000
DK022,370,Næstved,no,7473,Snesere Sogn,,2704,35900000
DK022,390,Vordingborg,no,7474,Bårse Sogn,,814,18300000
DK022,390,Vordingborg,no,7475,Beldringe Sogn,,410,20900000
DK022,390,Vordingborg,no,7476,Allerslev Sogn,,715,25600000
DK022,390,Vordingborg,no,7477,Udby Sogn,,336,14500000
DK022,390,Vordingborg,no,7478,Ørslev Sogn,,2110,17100000
DK022,390,Vordingborg,no,7479,Øster Egesborg Sogn,,629,29900000
DK022,390,Vordingborg,no,7480,Mern Sogn,,1545,22900000
DK022,390,Vordingborg,no,7481,Kalvehave Sogn,,2078,27300000
DK022,390,Vordingborg,no,7483,Stege Sogn,,4912,42400000
DK022,390,Vordingborg,no,7485,Nyord Sogn,,37,5000000
DK022,390,Vordingborg,no,7486,Keldby Sogn,,528,20300000
DK022,390,Vordingborg,no,7487,Elmelunde Sogn,,454,19600000
DK022,390,Vordingborg,no,7488,Borre Sogn,,546,23700000
DK022,390,Vordingborg,no,7489,Magleby Sogn,,629,36500000
DK022,390,Vordingborg,no,7490,Damsholte Sogn,,929,39100000
DK022,390,Vordingborg,no,7491,Fanefjord Sogn,,1457,35800000
DK021,259,Køge,no,7492,Lellinge Sogn,,962,11900000
DK022,336,Stevns,no,7493,Lille Heddinge Sogn,,1065,8400000
DK022,336,Stevns,no,7494,Havnelev Sogn,,1396,8900000
DK022,336,Stevns,no,7495,Magleby Stevns Sogn,,1378,23900000
DK022,336,Stevns,no,7496,Holtug Sogn,,618,20900000
DK022,336,Stevns,no,7497,Strøby Sogn,,5326,19300000
DK022,336,Stevns,no,7498,Varpelev Sogn,,250,5900000
DK022,370,Næstved,no,7499,Toksværd Sogn,,1725,37100000
DK022,370,Næstved,no,7500,Rønnebæk Sogn,,2496,15400000
DK022,370,Næstved,no,7501,Holme Olstrup Sogn,,1415,22200000
DK022,370,Næstved,no,7502,Næstelsø Sogn,,603,15400000
DK022,370,Næstved,no,7503,Mogenstrup Sogn,,1965,10200000
DK022,370,Næstved,no,7504,Vejlø Sogn,,2166,24900000
DK022,370,Næstved,no,7505,Vester Egesborg Sogn,,336,13800000
DK022,370,Næstved,no,7506,Hammer Sogn,,1350,26500000
DK022,390,Vordingborg,no,7507,Lundby Sogn,,1052,12100000
DK022,390,Vordingborg,no,7508,Køng Sogn,,1268,24500000
DK022,390,Vordingborg,no,7509,Sværdborg Sogn,,1038,27400000
DK022,370,Næstved,no,7510,Sankt Peders Sogn,,9442,5100000
DK022,370,Næstved,no,7511,Sankt Mortens Sogn,,8639,6600000
DK022,320,Faxe,no,7512,Vester Egede Sogn,,637,12200000
DK022,370,Næstved,no,7513,Aversi Sogn,,182,8600000
DK022,370,Næstved,no,7514,Tybjerg Sogn,,816,23000000
DK022,370,Næstved,no,7515,Herlufmagle Sogn,,3328,33000000
DK022,370,Næstved,no,7516,Fensmark Sogn,,5042,6900000
DK022,370,Næstved,no,7517,Rislev Sogn,,423,12000000
DK022,370,Næstved,no,7518,Skelby Sogn,,699,15000000
DK022,370,Næstved,no,7519,Glumsø Sogn,,2524,16000000
DK022,370,Næstved,no,7520,Bavelse Sogn,,147,10000000
DK022,390,Vordingborg,no,7521,Bogø Sogn,,1126,14000000
DK022,320,Faxe,no,7522,Faxe Sogn,,4704,35800000
DK022,320,Faxe,no,7523,Hylleholt Sogn,,3166,16400000
DK022,320,Faxe,no,7524,Spjellerup Sogn,,376,6000000
DK022,320,Faxe,no,7525,Smerup Sogn,,407,12700000
DK022,336,Stevns,no,7526,Hellested Sogn,,1130,27600000
DK022,320,Faxe,no,7527,Vemmetofte Sogn,,105,12900000
DK022,320,Faxe,no,7528,Karise Sogn,,2672,23400000
DK022,320,Faxe,no,7529,Alslev Sogn,,272,12300000
DK022,320,Faxe,no,7530,Sønder Dalby Sogn,,2753,26200000
DK022,320,Faxe,no,7531,Tureby Sogn,,225,21900000
DK022,320,Faxe,no,7532,Ulse Sogn,,450,11500000
DK022,320,Faxe,no,7533,Øster Egede Sogn,,143,10200000
DK022,320,Faxe,no,7534,Kongsted Sogn,,2950,43200000
DK022,320,Faxe,no,7535,Roholte Sogn,,802,26000000
DK021,259,Køge,no,7536,Lidemark Sogn,,301,10600000
DK021,259,Køge,no,7537,Bjæverskov Sogn,,5109,18900000
DK021,259,Køge,no,7538,Vollerslev Sogn,,261,13200000
DK021,259,Køge,no,7539,Gørslev Sogn,,1022,19200000
DK021,259,Køge,no,7540,Herfølge Sogn,,12227,48700000
DK021,259,Køge,no,7541,Sædder Sogn,,1436,17700000
DK022,320,Faxe,no,7541,Sædder Sogn,,38,1900000
DK022,336,Stevns,no,7542,Valløby Sogn,,1017,9800000
DK022,336,Stevns,no,7543,Tårnby Sogn,,286,6300000
DK022,320,Faxe,no,7544,Hårlev Sogn,,83,1700000
DK022,336,Stevns,no,7544,Hårlev Sogn,,2896,13900000
DK022,336,Stevns,no,7545,Himlingøje Sogn,,318,6700000
DK022,336,Stevns,no,7546,Endeslev Sogn,,506,12500000
DK022,336,Stevns,no,7547,Vråby Sogn,,316,9500000
DK022,336,Stevns,no,7548,Store Heddinge Sogn,,4417,39500000
DK022,336,Stevns,no,7549,Højerup Sogn,,225,4200000
DK022,336,Stevns,no,7550,Lyderslev Sogn,,715,18800000
DK022,336,Stevns,no,7551,Frøslev Sogn,,328,14100000
DK014,400,Bornholm,no,7552,Rønne Sogn,,11393,10300000
DK014,400,Bornholm,no,7553,Knudsker Sogn,,2785,19300000
DK014,400,Bornholm,no,7554,Vestermarie Sogn,,1329,70800000
DK014,400,Bornholm,no,7555,Nylarsker Sogn,,861,23300000
DK014,400,Bornholm,no,7556,Nyker Sogn,,1659,21400000
DK014,400,Bornholm,no,7557,Hasle Sogn,,1768,7400000
DK014,400,Bornholm,no,7558,Rutsker Sogn,,585,29100000
DK014,400,Bornholm,no,7559,Olsker Sogn,,1278,24900000
DK014,400,Bornholm,no,7560,Allinge-Sandvig Sogn,,1600,9700000
DK014,400,Bornholm,no,7561,Klemensker Sogn,,1504,56700000
DK014,400,Bornholm,no,7562,Rø Sogn,,428,26200000
DK014,400,Bornholm,no,7563,Ibsker Sogn,,1121,32100000
DK014,400,Bornholm,no,7564,Svaneke Sogn,,967,2100000
DK014,400,Bornholm,no,7565,Østerlarsker Sogn,,823,38400000
DK014,400,Bornholm,no,7566,Gudhjem Sogn,,673,1300000
DK014,400,Bornholm,no,7567,Østermarie Sogn,,1462,53900000
DK014,411,Christiansø,no,7568,Christiansø Sogn,,91,0
DK014,400,Bornholm,no,7569,Aaker Sogn,,3239,62300000
DK014,400,Bornholm,no,7570,Bodilsker Sogn,,859,32600000
DK014,400,Bornholm,no,7571,Nexø Sogn,,3674,4700000
DK014,400,Bornholm,no,7572,Poulsker Sogn,,1064,31700000
DK014,400,Bornholm,no,7573,Pedersker Sogn,,622,29900000
DK022,376,Guldborgsund,no,7575,Ønslev Sogn,,703,14500000
DK022,376,Guldborgsund,no,7576,Eskilstrup Sogn,,1383,14600000
DK022,376,Guldborgsund,no,7577,Tingsted Sogn,,3017,31900000
DK022,376,Guldborgsund,no,7578,Nykøbing F Sogn,,16666,19100000
DK022,376,Guldborgsund,no,7579,Idestrup Sogn,,1962,32700000
DK022,376,Guldborgsund,no,7580,Væggerløse Sogn,,3204,45100000
DK022,376,Guldborgsund,no,7581,Skelby Sogn,,277,18800000
DK022,376,Guldborgsund,no,7582,Gedesby Sogn,,309,9000000
DK022,376,Guldborgsund,no,7583,Sønder Kirkeby Sogn,,255,10100000
DK022,376,Guldborgsund,no,7584,Sønder Alslev Sogn,,105,10900000
DK022,376,Guldborgsund,no,7585,Karleby Sogn,,269,8600000
DK022,376,Guldborgsund,no,7586,Horreby Sogn,,513,11400000
DK022,376,Guldborgsund,no,7587,Nørre Ørslev Sogn,,468,12000000
DK022,376,Guldborgsund,no,7588,Systofte Sogn,,737,12200000
DK022,376,Guldborgsund,no,7589,Horbelev Sogn,,1182,30200000
DK022,376,Guldborgsund,no,7590,Falkerslev Sogn,,275,21300000
DK022,376,Guldborgsund,no,7591,Aastrup Sogn,,843,36900000
DK022,376,Guldborgsund,no,7592,Tårs Sogn,,496,22700000
DK022,376,Guldborgsund,no,7593,Vigsnæs Sogn,,152,11600000
DK022,376,Guldborgsund,no,7594,Majbølle Sogn,,1000,23100000
DK022,376,Guldborgsund,no,7595,Radsted Sogn,,799,36300000
DK022,376,Guldborgsund,no,7596,Toreby Sogn,,5229,70500000
DK022,376,Guldborgsund,no,7597,Slemminge Sogn,,492,19200000
DK022,376,Guldborgsund,no,7598,Fjelde Sogn,,166,7500000
DK022,376,Guldborgsund,no,7599,Døllefjelde Sogn,,193,7600000
DK022,376,Guldborgsund,no,7600,Musse Sogn,,211,8800000
DK022,376,Guldborgsund,no,7601,Herritslev Sogn,,464,15900000
DK022,376,Guldborgsund,no,7602,Øster Ulslev Sogn,,465,11400000
DK022,376,Guldborgsund,no,7603,Vester Ulslev Sogn,,375,16300000
DK022,376,Guldborgsund,no,7604,Godsted Sogn,,124,10900000
DK022,376,Guldborgsund,no,7605,Kettinge Sogn,,1179,30400000
DK022,376,Guldborgsund,no,7606,Bregninge Sogn,,156,10400000
DK022,376,Guldborgsund,no,7607,Stubbekøbing Sogn,,2161,3800000
DK022,376,Guldborgsund,no,7608,Maglebrænde Sogn,,276,11100000
DK022,376,Guldborgsund,no,7609,Torkilstrup Sogn,,396,17000000
DK022,376,Guldborgsund,no,7610,Lillebrænde Sogn,,264,8200000
DK022,376,Guldborgsund,no,7611,Gundslev Sogn,,532,22500000
DK022,376,Guldborgsund,no,7612,Nørre Vedby Sogn,,1317,25400000
DK022,376,Guldborgsund,no,7613,Nørre Alslev Sogn,,2501,13900000
DK022,376,Guldborgsund,no,7614,Nørre Kirkeby Sogn,,222,9000000
DK022,376,Guldborgsund,no,7615,Vålse Sogn,,466,19000000
DK022,376,Guldborgsund,no,7616,Kippinge Sogn,,480,10800000
DK022,376,Guldborgsund,no,7617,Stadager Sogn,,160,11500000
DK022,376,Guldborgsund,no,7618,Brarup Sogn,,556,14300000
DK022,360,Lolland,no,7619,Købelev Sogn,,323,25300000
DK022,360,Lolland,no,7620,Vindeby Sogn,,206,11600000
DK022,360,Lolland,no,7621,Utterslev Sogn,,504,22500000
DK022,360,Lolland,no,7622,Horslunde Sogn,,791,15300000
DK022,360,Lolland,no,7623,Nordlunde Sogn,,99,4300000
DK022,360,Lolland,no,7624,Herredskirke Sogn,,133,8700000
DK022,360,Lolland,no,7625,Løjtofte Sogn,,132,5400000
DK022,360,Lolland,no,7626,Halsted Sogn,,511,27500000
DK022,360,Lolland,no,7627,Avnede Sogn,,332,12100000
DK022,360,Lolland,no,7628,Vestenskov Sogn,,480,22100000
DK022,360,Lolland,no,7629,Kappel Sogn,,327,15600000
DK022,360,Lolland,no,7630,Dannemare Sogn,,519,15500000
DK022,360,Lolland,no,7631,Tillitse Sogn,,426,23800000
DK022,360,Lolland,no,7632,Gloslunde Sogn,,370,27300000
DK022,360,Lolland,no,7633,Græshave Sogn,,145,11700000
DK022,360,Lolland,no,7634,Landet Sogn,,297,17700000
DK022,360,Lolland,no,7635,Ryde Sogn,,243,18000000
DK022,360,Lolland,no,7636,Søllested Sogn,,1491,15500000
DK022,360,Lolland,no,7637,Skovlænge Sogn,,92,5500000
DK022,360,Lolland,no,7638,Gurreby Sogn,,66,6200000
DK022,360,Lolland,no,7639,Stokkemarke Sogn,,1104,47500000
DK022,360,Lolland,no,7640,Vesterborg Sogn,,405,25100000
DK022,360,Lolland,no,7641,Birket Sogn,,520,25600000
DK022,376,Guldborgsund,no,7642,Sakskøbing Sogn,,4647,22400000
DK022,376,Guldborgsund,no,7643,Nysted Sogn,,1434,5500000
DK022,376,Guldborgsund,no,7644,Våbensted Sogn,,635,22200000
DK022,376,Guldborgsund,no,7645,Engestofte Sogn,,87,10900000
DK022,360,Lolland,no,7646,Hunseby Sogn,,2040,26200000
DK022,376,Guldborgsund,no,7647,Vantore Sogn,,276,23900000
DK022,360,Lolland,no,7648,Maribo Domsogn,,4745,11100000
DK022,360,Lolland,no,7649,Hillested Sogn,,424,15600000
DK022,360,Lolland,no,7650,Skørringe Sogn,,269,15600000
DK022,360,Lolland,no,7651,Rødby Sogn,,1740,14400000
DK022,360,Lolland,no,7652,Ringsebølle Sogn,,284,5200000
DK022,360,Lolland,no,7653,Tågerup Sogn,,309,21500000
DK022,360,Lolland,no,7654,Torslunde Sogn,,212,4800000
DK022,360,Lolland,no,7655,Errindlev Sogn,,515,26600000
DK022,360,Lolland,no,7656,Olstrup Sogn,,175,17900000
DK022,360,Lolland,no,7657,Fuglse Sogn,,475,20500000
DK022,360,Lolland,no,7658,Krønge Sogn,,87,15300000
DK022,360,Lolland,no,7659,Holeby Sogn,,1546,10800000
DK022,360,Lolland,no,7660,Bursø Sogn,,227,8800000
DK022,360,Lolland,no,7661,Nebbelunde Sogn,,167,15000000
DK022,360,Lolland,no,7662,Sædinge Sogn,,353,8100000
DK022,360,Lolland,no,7663,Tirsted Sogn,,422,21100000
DK022,360,Lolland,no,7664,Vejleby Sogn,,233,11600000
DK022,360,Lolland,no,7665,Østofte Sogn,,948,31900000
DK022,360,Lolland,no,7666,Bandholm Sogn,,895,14800000
DK022,360,Lolland,no,7667,Fejø Sogn,,446,18300000
DK022,360,Lolland,no,7668,Femø Sogn,,119,11200000
DK022,360,Lolland,no,7669,Askø Sogn,,46,3600000
DK022,360,Lolland,no,7670,Sankt Nikolai Sogn,,8824,11100000
DK022,360,Lolland,no,7671,Branderslev Sogn,,374,15100000
DK022,360,Lolland,no,7672,Stormarks Sogn,,3908,7600000
DK022,360,Lolland,no,7673,Arninge Sogn,,141,14300000
DK022,360,Lolland,no,7674,Sandby Sogn,,668,28200000
DK031,479,Svendborg,no,7675,Vor Frue Sogn,,7941,4800000
DK031,479,Svendborg,no,7676,Sankt Nikolaj Sogn,,2952,900000
DK031,479,Svendborg,no,7677,Sankt Jørgens Sogn,,5248,3400000
DK031,479,Svendborg,no,7678,Sørup Sogn,,3826,9700000
DK031,479,Svendborg,no,7679,Skårup Sogn,,2772,27600000
DK031,479,Svendborg,no,7680,Tved Sogn,,2849,15000000
DK031,479,Svendborg,no,7681,Egense Sogn,,2558,21300000
DK031,479,Svendborg,no,7682,Øster Skerninge Sogn,,884,9500000
DK031,479,Svendborg,no,7683,Hundstrup Sogn,,561,16200000
DK031,479,Svendborg,no,7684,Ollerup Sogn,,1237,13500000
DK031,479,Svendborg,no,7685,Kirkeby Sogn,,1352,17300000
DK031,479,Svendborg,no,7686,Stenstrup Sogn,,2105,25500000
DK031,479,Svendborg,no,7687,Lunde Sogn,,441,18000000
DK031,430,Faaborg-Midtfyn,no,7688,Kværndrup Sogn,,2390,30900000
DK031,479,Svendborg,no,7689,Thurø Sogn,,3519,7500000
DK031,479,Svendborg,no,7690,Bregninge Sogn,,3968,20200000
DK031,479,Svendborg,no,7691,Landet Sogn,,1058,19000000
DK031,479,Svendborg,no,7692,Bjerreby Sogn,,1085,30500000
DK031,479,Svendborg,no,7693,Drejø Sogn,,104,7200000
DK031,482,Langeland,no,7694,Strynø Sogn,,186,5700000
DK031,430,Faaborg-Midtfyn,no,7695,Fåborg Sogn,,6368,6900000
DK031,430,Faaborg-Midtfyn,no,7696,Diernæs Sogn,,1400,18600000
DK031,430,Faaborg-Midtfyn,no,7697,Vester Åby Sogn,,1282,22900000
DK031,430,Faaborg-Midtfyn,no,7698,Åstrup Sogn,,469,12300000
DK031,479,Svendborg,no,7699,Vester Skerninge Sogn,,1309,10700000
DK031,479,Svendborg,no,7700,Ulbølle Sogn,,962,12700000
DK031,430,Faaborg-Midtfyn,no,7701,Heden Sogn,,335,7600000
DK031,482,Langeland,no,7702,Bøstrup Sogn,,417,24900000
DK031,482,Langeland,no,7703,Snøde Sogn,,357,15600000
DK031,482,Langeland,no,7704,Stoense Sogn,,205,7300000
DK031,482,Langeland,no,7705,Hou Sogn,,535,12700000
DK031,482,Langeland,no,7706,Longelse Sogn,,581,15900000
DK031,482,Langeland,no,7707,Fuglsbølle Sogn,,205,8300000
DK031,482,Langeland,no,7708,Lindelse Sogn,,773,26600000
DK031,482,Langeland,no,7709,Humble Sogn,,1275,37200000
DK031,482,Langeland,no,7710,Tryggelev Sogn,,340,11900000
DK031,482,Langeland,no,7711,Fodslette Sogn,,109,10100000
DK031,482,Langeland,no,7712,Magleby Sogn,,389,24300000
DK031,492,Ærø,no,7713,Ærøskøbing Sogn,,973,3600000
DK031,492,Ærø,no,7714,Marstal Sogn,,2961,16600000
DK031,492,Ærø,no,7715,Rise Sogn,,839,29700000
DK031,492,Ærø,no,7716,Tranderup Sogn,,370,12300000
DK031,492,Ærø,no,7717,Bregninge Sogn,,515,16300000
DK031,492,Ærø,no,7718,Søby Sogn,,630,11600000
DK031,479,Svendborg,no,7719,Oure Sogn,,761,8900000
DK031,479,Svendborg,no,7720,Vejstrup Sogn,,623,9400000
DK031,479,Svendborg,no,7721,Gudme Sogn,,1273,15800000
DK031,479,Svendborg,no,7722,Brudager Sogn,,359,9800000
DK031,479,Svendborg,no,7723,Gudbjerg Sogn,,1330,42200000
DK031,450,Nyborg,no,7724,Nyborg Sogn,,14598,15800000
DK031,450,Nyborg,no,7725,Aunslev Sogn,,1270,29000000
DK031,450,Nyborg,no,7726,Bovense Sogn,,258,7200000
DK031,450,Nyborg,no,7727,Flødstrup Sogn,,930,20400000
DK031,450,Nyborg,no,7728,Ullerslev Sogn,,3046,13300000
DK031,450,Nyborg,no,7729,Skellerup Sogn,,614,11900000
DK031,450,Nyborg,no,7730,Ellinge Sogn,,496,8500000
DK031,450,Nyborg,no,7731,Kullerup Sogn,,322,8400000
DK031,450,Nyborg,no,7732,Refsvindinge Sogn,,943,10800000
DK031,450,Nyborg,no,7733,Vindinge Sogn,,3511,30500000
DK031,450,Nyborg,no,7734,Frørup Sogn,,817,13200000
DK031,450,Nyborg,no,7735,Ørbæk Sogn,,1752,14100000
DK031,450,Nyborg,no,7736,Herrested Sogn,,1114,25300000
DK031,430,Faaborg-Midtfyn,no,7737,Søllinge Sogn,,462,10400000
DK031,430,Faaborg-Midtfyn,no,7738,Hellerup Sogn,,196,9300000
DK031,430,Faaborg-Midtfyn,no,7739,Sønder Højrup Sogn,,478,7600000
DK031,430,Faaborg-Midtfyn,no,7740,Årslev Sogn,,1784,7400000
DK031,482,Langeland,no,7741,Rudkøbing Sogn,,3985,3200000
DK031,482,Langeland,no,7742,Simmerbølle Sogn,,735,8900000
DK031,482,Langeland,no,7743,Skrøbelev Sogn,,588,19700000
DK031,482,Langeland,no,7744,Tranekær Sogn,,212,21500000
DK031,482,Langeland,no,7745,Tullebølle Sogn,,1097,24900000
DK031,430,Faaborg-Midtfyn,no,7746,Brahetrolleborg Sogn,,1770,45500000
DK031,430,Faaborg-Midtfyn,no,7747,Krarup Sogn,,579,16100000
DK031,430,Faaborg-Midtfyn,no,7748,Herringe Sogn,,376,10900000
DK031,430,Faaborg-Midtfyn,no,7749,Gestelev Sogn,,426,10900000
DK031,430,Faaborg-Midtfyn,no,7750,Espe Sogn,,923,14100000
DK031,430,Faaborg-Midtfyn,no,7751,Vantinge Sogn,,304,7200000
DK031,430,Faaborg-Midtfyn,no,7752,Allested Sogn,,731,9500000
DK031,430,Faaborg-Midtfyn,no,7753,Vejle Sogn,,925,10100000
DK031,430,Faaborg-Midtfyn,no,7754,Nørre Broby Sogn,,2010,30200000
DK031,430,Faaborg-Midtfyn,no,7755,Sønder Broby Sogn,,1414,23000000
DK031,430,Faaborg-Midtfyn,no,7756,Hillerslev Sogn,,869,25200000
DK031,430,Faaborg-Midtfyn,no,7757,Øster Hæsinge Sogn,,298,17900000
DK031,430,Faaborg-Midtfyn,no,7758,Vester Hæsinge Sogn,,849,16800000
DK031,430,Faaborg-Midtfyn,no,7759,Sandholts Lyndelse Sogn,,212,10300000
DK031,420,Assens,no,7760,Jordløse Sogn,,708,23000000
DK031,430,Faaborg-Midtfyn,no,7761,Håstrup Sogn,,595,16800000
DK031,430,Faaborg-Midtfyn,no,7762,Svanninge Sogn,,1900,32600000
DK031,430,Faaborg-Midtfyn,no,7763,Horne Sogn,,1995,38400000
DK031,430,Faaborg-Midtfyn,no,7764,Lyø Sogn,,96,6200000
DK031,430,Faaborg-Midtfyn,no,7765,Avernakø Sogn,,114,5800000
DK031,430,Faaborg-Midtfyn,no,7766,Ringe Sogn,,6867,34500000
DK031,430,Faaborg-Midtfyn,no,7767,Ryslinge Sogn,,2293,15700000
DK031,430,Faaborg-Midtfyn,no,7768,Gislev Sogn,,2154,35200000
DK031,450,Nyborg,no,7769,Ellested Sogn,,243,11500000
DK031,450,Nyborg,no,7770,Langå Sogn,,287,10500000
DK031,450,Nyborg,no,7771,Øksendrup Sogn,,289,7400000
DK031,479,Svendborg,no,7772,Hesselager Sogn,,1431,26900000
DK031,450,Nyborg,no,7773,Svindinge Sogn,,543,21400000
DK031,461,Odense,no,7774,Sankt Knuds Sogn,,8387,1300000
DK031,461,Odense,no,7775,Ansgars Sogn,,6523,3100000
DK031,461,Odense,no,7776,Bolbro Sogn,,10674,4000000
DK031,461,Odense,no,7777,Thomas Kingos Sogn,,8149,2700000
DK031,461,Odense,no,7778,Munkebjerg Sogn,,8618,2600000
DK031,461,Odense,no,7779,Vor Frue Sogn,,7977,1200000
DK031,461,Odense,no,7780,Korsløkke Sogn,,11162,8700000
DK031,461,Odense,no,7781,Sankt Hans Sogn,,7406,2000000
DK031,461,Odense,no,7782,Fredens Sogn,,14921,10600000
DK031,461,Odense,no,7783,Hans Tausens Sogn,,4151,2700000
DK031,461,Odense,no,7784,Paarup Sogn,,10816,14900000
DK031,461,Odense,no,7785,Korup Sogn,,4683,11200000
DK031,461,Odense,no,7786,Ubberud Sogn,,2646,21200000
DK031,461,Odense,no,7787,Dalum Sogn,,6950,3200000
DK031,461,Odense,no,7788,Sanderum Sogn,,6605,9500000
DK031,461,Odense,no,7789,Brændekilde Sogn,,609,8800000
DK031,461,Odense,no,7790,Bellinge Sogn,,4868,10900000
DK031,461,Odense,no,7791,Stenløse Sogn,,3427,11500000
DK031,461,Odense,no,7792,Fangel Sogn,,949,14600000
DK031,420,Assens,no,7793,Verninge Sogn,,1704,29300000
DK031,420,Assens,no,7794,Tommerup Sogn,,2062,18400000
DK031,420,Assens,no,7795,Brylle Sogn,,1672,16200000
DK031,420,Assens,no,7796,Vissenbjerg Sogn,,5799,42200000
DK031,440,Kerteminde,no,7798,Munkebo Sogn,,6002,19800000
DK031,440,Kerteminde,no,7800,Kølstrup Sogn,,811,21000000
DK031,420,Assens,no,7801,Assens Sogn,,5775,6800000
DK031,420,Assens,no,7802,Bågø Sogn,,24,6200000
DK031,420,Assens,no,7803,Kærum Sogn,,996,17400000
DK031,420,Assens,no,7804,Gamtofte Sogn,,906,27700000
DK031,420,Assens,no,7805,Søby Sogn,,271,9300000
DK031,420,Assens,no,7806,Turup Sogn,,559,10600000
DK031,420,Assens,no,7807,Barløse Sogn,,506,16100000
DK031,420,Assens,no,7808,Sandager Sogn,,288,10800000
DK031,420,Assens,no,7809,Holevad Sogn,,178,6000000
DK031,410,Middelfart,no,7810,Tanderup Sogn,,422,15600000
DK031,420,Assens,no,7811,Kerte Sogn,,688,24900000
DK031,420,Assens,no,7812,Skydebjerg Sogn,,1003,6100000
DK031,420,Assens,no,7813,Ørsted Sogn,,535,19200000
DK031,420,Assens,no,7814,Orte Sogn,,786,21200000
DK031,420,Assens,no,7815,Søllested Sogn,,290,12100000
DK031,420,Assens,no,7816,Vedtofte Sogn,,222,9500000
DK031,420,Assens,no,7817,Køng Sogn,,3725,25400000
DK031,420,Assens,no,7818,Flemløse Sogn,,1095,25000000
DK031,420,Assens,no,7819,Hårby Sogn,,3274,33100000
DK031,420,Assens,no,7820,Dreslette Sogn,,833,23600000
DK031,420,Assens,no,7821,Sønderby Sogn,,1064,15400000
DK031,420,Assens,no,7822,Helnæs Sogn,,238,12900000
DK031,410,Middelfart,no,7823,Middelfart Sogn,,12898,15800000
DK031,410,Middelfart,no,7824,Kauslunde Sogn,,2410,14000000
DK031,410,Middelfart,no,7825,Vejlby Sogn,,1372,22800000
DK031,410,Middelfart,no,7826,Strib Sogn,,4433,4500000
DK031,410,Middelfart,no,7827,Asperup Sogn,,1608,17900000
DK031,410,Middelfart,no,7828,Roerslev Sogn,,346,7300000
DK031,410,Middelfart,no,7829,Brenderup Sogn,,2292,27500000
DK031,410,Middelfart,no,7830,Fjelsted Sogn,,715,16600000
DK031,410,Middelfart,no,7831,Harndrup Sogn,,922,8800000
DK031,410,Middelfart,no,7832,Gelsted Sogn,,2339,22800000
DK031,420,Assens,no,7833,Rørup Sogn,,725,20900000
DK031,410,Middelfart,no,7834,Balslev Sogn,,300,8200000
DK031,410,Middelfart,no,7835,Ejby Sogn,,2066,8500000
DK031,410,Middelfart,no,7836,Nørre Aaby Sogn,,3141,10700000
DK031,410,Middelfart,no,7837,Indslev Sogn,,382,11200000
DK031,410,Middelfart,no,7838,Gamborg Sogn,,461,7300000
DK031,410,Middelfart,no,7839,Udby Sogn,,409,13100000
DK031,410,Middelfart,no,7840,Føns Sogn,,291,15600000
DK031,410,Middelfart,no,7841,Ørslev Sogn,,183,17900000
DK031,410,Middelfart,no,7842,Husby Sogn,,390,22400000
DK031,480,Nordfyns,no,7843,Lunde Sogn,,622,17300000
DK031,461,Odense,no,7844,Lumby Sogn,,4054,18800000
DK031,461,Odense,no,7845,Allesø Sogn,,431,8200000
DK031,461,Odense,no,7846,Næsbyhoved-Broby Sogn,,3965,10200000
DK031,461,Odense,no,7847,Næsby Sogn,,6504,3900000
DK031,480,Nordfyns,no,7848,Krogsbølle Sogn,,1019,37000000
DK031,480,Nordfyns,no,7849,Nørre Næraa Sogn,,439,13300000
DK031,480,Nordfyns,no,7850,Bederslev Sogn,,190,7800000
DK031,480,Nordfyns,no,7851,Klinte Sogn,,370,17700000
DK031,480,Nordfyns,no,7852,Grindløse Sogn,,362,15600000
DK031,480,Nordfyns,no,7853,Uggerslev Sogn,,617,8500000
DK031,480,Nordfyns,no,7854,Nørre Højrup Sogn,,160,4200000
DK031,480,Nordfyns,no,7855,Skamby Sogn,,824,20700000
DK031,480,Nordfyns,no,7856,Bogense Sogn,,3818,7900000
DK031,480,Nordfyns,no,7857,Skovby Sogn,,950,25800000
DK031,480,Nordfyns,no,7858,Ore Sogn,,661,14400000
DK031,480,Nordfyns,no,7859,Guldbjerg Sogn,,144,5700000
DK031,480,Nordfyns,no,7860,Nørre Sandager Sogn,,285,14900000
DK031,480,Nordfyns,no,7861,Ejlby Sogn,,122,5200000
DK031,480,Nordfyns,no,7862,Melby Sogn,,207,6000000
DK031,480,Nordfyns,no,7863,Særslev Sogn,,1286,25200000
DK031,480,Nordfyns,no,7864,Hårslev Sogn,,1339,30400000
DK031,480,Nordfyns,no,7865,Vigerslev Sogn,,2713,38700000
