NUTS_3,LAU1_NAT_CODE,LAU2_NAT_CODE,CHANGE,NAME_1,NAME_2_LAT,POP,AREA,,,,,,,,,,,,,,,,,DEGURBA,COASTAL,URAU_CITY_ID,URAU_CITY_NAME,URAU_KERNEL_ID,URAU_KERNEL_NAME,URAU_FUA_ID,URAU_FUA_NAME,GRD_POPL,URB_CLST_GRD_POPL,HDENS_CLST_GRD_POPL
IE012,02,09033,no,Moyne,Moyne,n.a,1798000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE012,02,09034,no,Mullanalaghta,Mullanalaghta,n.a,2268000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE012,02,09035,no,Newgrove,Newgrove,n.a,1270000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE012,02,09036,no,Sonnagh,Sonnagh,n.a,1648000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE012,02,09037,no,Aghaboy,Aghaboy,n.a,1496000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE012,02,09038,no,Ardagh East,Ardagh East,n.a,3038000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE012,02,09039,no,Ardagh West,Ardagh West,n.a,1985000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE012,02,09040,no,Ballinamuck East,Ballinamuck East,n.a,2026000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE012,02,09041,no,Ballinamuck West,Ballinamuck West,n.a,2348000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE012,02,09042,no,Breanrisk,Breanrisk,n.a,2021000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE012,02,09043,no,Caldragh,Caldragh,n.a,2109000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE012,02,09044,no,Cloondara,Cloondara,n.a,2774000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE012,02,09045,no,Cloonee,Cloonee,n.a,2311000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE012,02,09046,no,Corboy,Corboy,n.a,2084000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE012,02,09047,no,Drumgort,Drumgort,n.a,1955000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE012,02,09048,no,Drumlish,Drumlish,n.a,2012000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE012,02,09049,no,Killashee,Killashee,n.a,2181000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE012,02,09050,no,Killoe,Killoe,n.a,1537000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE012,02,09051,no,Longford Rural,Longford Rural,n.a,2648000,,,,,,,,,,,,,,,,,2,,,,,,,,,,
IE012,02,09052,no,Mountdavis,Mountdavis,n.a,2996000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE012,02,09053,no,Moydow,Moydow,n.a,2843000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE012,02,09054,no,Newtown Forbes,Newtown Forbes,n.a,2889000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE012,02,09055,no,Rathcline,Rathcline,n.a,3967000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE011,04,10001,no,Fair Gate,Fair Gate,n.a,151000,,,,,,,,,,,,,,,,,2,,,,,,,,,,
IE011,04,10002,no,St. Lawrence Gate,St. Laurence Gate,n.a,259000,,,,,,,,,,,,,,,,,2,,,,,,,,,,
IE011,04,10003,no,West Gate,West Gate,n.a,235000,,,,,,,,,,,,,,,,,2,,,,,,,,,,
IE011,04,10004,no,Dundalk No. 1 Urban,Dundalk Urban No. 1,n.a,115000,,,,,,,,,,,,,,,,,2,,,,,,,,,,
IE011,04,10005,no,Dundalk No. 2 Urban,Dundalk Urban No. 2,n.a,125000,,,,,,,,,,,,,,,,,2,,,,,,,,,,
IE011,04,10006,no,Dundalk No. 3 Urban,Dundalk Urban No. 3,n.a,118000,,,,,,,,,,,,,,,,,2,,,,,,,,,,
IE011,04,10007,no,Dundalk No. 4 Urban,Dundalk Urban No. 4,n.a,162000,,,,,,,,,,,,,,,,,2,,,,,,,,,,
IE011,04,10008,no,Ardee Rural,Ardee Rural,n.a,6289000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE011,04,10009,no,Ardee Urban,Ardee Urban,n.a,476000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE011,04,10010,no,Castlebellingham,Castlebellingham,n.a,1898000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE011,04,10011,no,Clonkeen,Clonkeen,n.a,2229000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE011,04,10012,no,Collon,Collon,n.a,2812000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE011,04,10013,no,Dromin,Dromin,n.a,1549000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE011,04,10014,no,Dromiskin,Dromiskin,n.a,2167000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE011,04,10015,no,Drumcar,Drumcar,n.a,2744000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE011,04,10016,no,Dunleer,Dunleer,n.a,2507000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE011,04,10017,no,Stabannan,Stabannan,n.a,2222000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE011,04,10018,no,Tallanstown,Tallanstown,n.a,2319000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE011,04,10019,no,Ballymascanlan,Ballymascanlan,n.a,2506000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE011,04,10020,no,Barronstown,Barronstown,n.a,1765000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE011,04,10021,no,Carlingford,Carlingford,n.a,1673000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE011,04,10022,no,Castlering,Castlering,n.a,1810000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE011,04,10023,no,Castletown,Castletown,n.a,2143000,,,,,,,,,,,,,,,,,2,,,,,,,,,,
IE011,04,10024,no,Creggan Upper,Creggan Upper,n.a,1901000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE011,04,10025,no,Darver,Darver,n.a,2131000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE011,04,10026,no,Drummullagh,Drummullagh,n.a,2428000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE011,04,10027,no,Dundalk Rural,Dundalk Rural,n.a,2260000,,,,,,,,,,,,,,,,,2,,,,,,,,,,
IE011,04,10028,no,Faughart,Faughart,n.a,1848000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE011,04,10029,no,Greenore,Greenore,n.a,1497000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE011,04,10030,no,Haggardstown,Haggardstown,n.a,2144000,,,,,,,,,,,,,,,,,2,,,,,,,,,,
IE011,04,10031,no,Jenkinstown,Jenkinstown,n.a,2233000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE011,04,10032,no,Killanny,Killanny,n.a,2077000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE011,04,10033,no,Louth,Louth,n.a,2216000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE011,04,10034,no,Mansfieldstown,Mansfieldstown,n.a,1650000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE011,04,10035,no,Rathcor,Rathcor,n.a,2581000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE011,04,10036,no,Ravensdale,Ravensdale,n.a,2563000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE011,04,10037,no,Clogher,Clogher,n.a,2544000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE011,04,10038,no,Dysart,Dysart,n.a,2422000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE011,04,10039,no,Monasterboice,Monasterboice,n.a,2360000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE011,04,10040,no,Mullary,Mullary,n.a,2423000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE011,04,10041,no,St. Peter's,St. Peter's,n.a,3890000,,,,,,,,,,,,,,,,,2,,,,,,,,,,
IE011,04,10042,no,Termonfeckin,Termonfeckin,n.a,2892000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE011,04,10047,no,St. Mary's (Part),St. Mary's,n.a,865000,,,,,,,,,,,,,,,,,2,,,,,,,,,,
IE022,02,11001,no,Ceanannas Mór Urban,Ceannanus Mór (Kells) Urban,n.a,107000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE022,02,11002,no,Navan Urban,Navan Urban,n.a,187000,,,,,,,,,,,,,,,,,2,,,,,,,,,,
IE022,02,11003,no,Trim Urban,Trim Urban,n.a,67000,,,,,,,,,,,,,,,,,2,,,,,,,,,,
IE022,02,11004,no,Drumcondra,Drumcondra,n.a,4643000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE022,02,11005,no,Grangegeeth,Grangegeeth,n.a,2632000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE022,02,11006,no,Killary,Killary,n.a,4999000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE022,02,11007,no,Culmullin,Culmullin,n.a,3662000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE022,02,11008,no,Donaghmore,Donaghmore,n.a,3522000,,,,,,,,,,,,,,,,,2,,,,,,,,,,
IE022,02,11009,no,Dunboyne,Dunboyne,n.a,5722000,,,,,,,,,,,,,,,,,2,,,,,,,,,,
IE022,02,11010,no,Dunshaughlin,Dunshaughlin,n.a,4316000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE022,02,11011,no,Kilbrew,Kilbrew,n.a,3329000,,,,,,,,,,,,,,,,,2,,,,,,,,,,
IE022,02,11012,no,Killeen,Killeen,n.a,2919000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE022,02,11013,no,Kilmessan,Kilmessan,n.a,2552000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE022,02,11014,no,Kilmore,Kilmore,n.a,3767000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE022,02,11015,no,Rathfeigh,Rathfeigh,n.a,2843000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE022,02,11016,no,Ratoath,Ratoath,n.a,3787000,,,,,,,,,,,,,,,,,2,,,,,,,,,,
IE022,02,11017,no,Rodanstown,Rodanstown,n.a,2964000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE022,02,11018,no,Skreen,Skreen,n.a,3823000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE022,02,11019,no,Ardagh,Ardagh,n.a,2291000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE022,02,11020,no,Ballinlough,Ballinlough,n.a,1065000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE022,02,11021,no,Balrathboyne,Balrathboyne,n.a,1556000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE022,02,11022,no,Boherboy,Boherboy,n.a,1092000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE022,02,11023,no,Burry,Burry,n.a,1493000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE022,02,11024,no,Carrickleck,Carrickleck,n.a,1806000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE022,02,11025,no,Castlekeeran,Castlekeeran,n.a,1615000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE022,02,11026,no,Ceanannas Mór Rural,Ceannanus Mór (Kells) Rural,n.a,2019000,,,,,,,,,,,,,,,,,2,,,,,,,,,,
IE022,02,11027,no,Cruicetown,Cruicetown,n.a,2075000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE022,02,11028,no,Girley,Girley,n.a,2048000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE022,02,11029,no,Kilmainham,Kilmainham,n.a,2506000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE022,02,11030,no,Kilskeer,Kilskeer,n.a,1567000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE022,02,11031,no,Loughan,Loughan,n.a,1615000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE022,02,11032,no,Maperath,Maperath,n.a,1375000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE022,02,11033,no,Martry,Martry,n.a,1672000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE022,02,11034,no,Moybolgue,Moybolgue,n.a,1121000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE022,02,11035,no,Moynalty,Moynalty,n.a,2198000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE022,02,11036,no,Newcastle,Newcastle,n.a,1777000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE022,02,11037,no,Newtown,Newtown,n.a,1369000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE022,02,11038,no,Nobber,Nobber,n.a,2223000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE022,02,11039,no,Posseckstown,Posseckstown,n.a,1353000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE022,02,11040,no,Staholmog,Staholmog,n.a,1700000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE022,02,11041,no,Tailtin,Teltown,n.a,2520000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE022,02,11042,no,Trohanny,Trohanny,n.a,1686000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE022,02,11043,no,Ardcath,Ardcath,n.a,4342000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE022,02,11044,no,Duleek,Duleek,n.a,4034000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE022,02,11045,no,Julianstown,Julianstown,n.a,4979000,,,,,,,,,,,,,,,,,2,,,,,,,,,,
IE022,02,11046,no,Mellifont,Mellifont,n.a,2463000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE022,02,11047,no,St. Mary's  *,"""""St. Mary's""",n.a,2953000,,,,,,,,,,,,,,,,,2,,,,,,,,,,
IE022,02,11048,no,Stamullin,Stamullin,n.a,3531000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE022,02,11049,no,Ardbraccan,Ardbraccan,n.a,3866000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE022,02,11050,no,Ardmulchan,Ardmulchan,n.a,2419000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE022,02,11051,no,Bective,Bective,n.a,2029000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE022,02,11052,no,Castletown,Castletown,n.a,3460000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE022,02,11053,no,Domhnach Phádraig,Donaghpatrick,n.a,4252000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE022,02,11054,no,Kentstown,Kentstown,n.a,3065000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE022,02,11055,no,Navan Rural,Navan Rural,n.a,5923000,,,,,,,,,,,,,,,,,2,,,,,,,,,,
IE022,02,11056,no,Painestown,Painestown,n.a,3293000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE022,02,11057,no,Rathkenny,Rathkenny,n.a,2226000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE022,02,11058,no,Slane,Slane,n.a,2377000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE022,02,11059,no,Stackallan,Stackallan,n.a,2126000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE022,02,11060,no,Tara,Tara,n.a,3042000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE022,02,11061,no,Crossakeel,Crossakeel,n.a,2017000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE022,02,11062,no,Crosskeys,Crosskeys,n.a,1619000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE022,02,11063,no,Killallon,Killallon,n.a,2535000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE022,02,11064,no,Killeagh,Killeagh,n.a,3168000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE022,02,11065,no,Knocklough,Knocklough,n.a,1669000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE022,02,11066,no,Moylagh,Moylagh,n.a,2371000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE022,02,11067,no,Oldcastle,Oldcastle,n.a,3272000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE022,02,11068,no,Stonefield,Stonefield,n.a,1645000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE022,02,11069,no,Ardnamullan,Ardnamullan,n.a,2404000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE022,02,11070,no,Baile Átha Buí,Athboy,n.a,2000000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE022,02,11071,no,Ballyboggan,Ballyboggan,n.a,2817000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE022,02,11072,no,Ballyconnell,Ballyconnell,n.a,2529000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE022,02,11073,no,Castlejordan,Castlejordan,n.a,1555000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE022,02,11074,no,Castlerickard,Castlerickard,n.a,2001000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE022,02,11075,no,Cloghbrack,Cloghbrack,n.a,2461000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE022,02,11076,no,Clonmacduff,Clonmacduff,n.a,1375000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE022,02,11077,no,Gallow,Gallow,n.a,2474000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE022,02,11078,no,Galtrim,Galtrim,n.a,2095000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE022,02,11079,no,Grennanstown,Grennanstown,n.a,2492000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE022,02,11080,no,Hill of Down,Hill of Down,n.a,2072000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE022,02,11081,no,Innfield,Innfield,n.a,3423000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE022,02,11082,no,Cill Bhríde,Kilbride,n.a,1603000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE022,02,11083,no,Kilcooly,Kilcooly,n.a,1654000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE022,02,11084,no,Kildalkey,Kildalky,n.a,2616000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE022,02,11085,no,Killaconnigan,Killaconnigan,n.a,2628000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE022,02,11086,no,Killyon,Killyon,n.a,2988000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE022,02,11087,no,Laracor,Laracor,n.a,2152000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE022,02,11088,no,Rahinstown,Rahinstown,n.a,1777000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE022,02,11089,no,Rathmolyon,Rathmolyon,n.a,3940000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE022,02,11090,no,An Ráth Mhór,Rathmore,n.a,2794000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE022,02,11091,no,Summerhill,Summerhill,n.a,1766000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE022,02,11092,no,Trim Rural,Trim Rural,n.a,3579000,,,,,,,,,,,,,,,,,2,,,,,,,,,,
IE012,03,12001,no,Birr Urban,Birr Urban,n.a,641000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE012,03,12002,no,Tullamore Urban,Tullamore Urban,n.a,785000,,,,,,,,,,,,,,,,,2,,,,,,,,,,
IE012,03,12003,no,Ballycumber,Ballycumber,n.a,2249000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE012,03,12004,no,Banagher,Banagher,n.a,1986000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE012,03,12005,no,Birr Rural,Birr Rural,n.a,1986000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE012,03,12006,no,Broughal,Broughal,n.a,1811000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE012,03,12007,no,Cloghan,Cloghan,n.a,2808000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE012,03,12008,no,Clonmacnoise,Clonmacnoise,n.a,1935000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE012,03,12009,no,Derrinboy,Derrinboy,n.a,2098000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE012,03,12010,no,Derryad,Derryad,n.a,2972000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE012,03,12011,no,Doon,Doon,n.a,3125000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE012,03,12012,no,Dromoyle,Dromoyle,n.a,2221000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE012,03,12013,no,Drumcullen,Drumcullen,n.a,2560000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE012,03,12014,no,Eglish,Eglish,n.a,1953000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE012,03,12015,no,Ferbane,Ferbane,n.a,2398000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE012,03,12016,no,Gallen,Gallen,n.a,2953000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE012,03,12017,no,Hinds,Hinds,n.a,1922000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE012,03,12018,no,Huntston,Huntston,n.a,2043000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE012,03,12019,no,Kilcolman,Kilcolman,n.a,2458000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE012,03,12020,no,Kilcormac,Kilcormac,n.a,2161000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE012,03,12021,no,Killyon,Killyon,n.a,2244000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE012,03,12022,no,Kinnitty,Kinnitty,n.a,3377000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE012,03,12023,no,Knockbarron,Knockbarron,n.a,1446000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE012,03,12024,no,Lea,Lea,n.a,3236000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE012,03,12025,no,Letter,Letter,n.a,2388000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE012,03,12026,no,Lumcloon,Lumcloon,n.a,1964000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE012,03,12027,no,Lusmagh,Lusmagh,n.a,2758000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE012,03,12028,no,Mounterin,Mounterin,n.a,2436000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE012,03,12029,no,Moyclare,Moyclare,n.a,2366000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE012,03,12030,no,Seirkieran,Seirkieran,n.a,2089000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE012,03,12031,no,Shannonbridge,Shannonbridge,n.a,2386000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE012,03,12032,no,Shannonharbour,Shannonharbour,n.a,2016000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE012,03,12033,no,Srah,Srah,n.a,2213000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE012,03,12034,no,Ballaghassaan,Ballaghassaan,n.a,1413000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE012,03,12035,no,Ballyburly,Ballyburly,n.a,2432000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE012,03,12036,no,Ballymacwilliam,Ballymacwilliam,n.a,2016000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE012,03,12037,no,Bracknagh,Bracknagh,n.a,4882000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE012,03,12038,no,Clonbulloge,Clonbulloge,n.a,4476000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE012,03,12039,no,Clonmore,Clonmore,n.a,1711000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE012,03,12040,no,Croghan,Croghan,n.a,3332000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE012,03,12041,no,Edenderry Rural,Edenderry Rural,n.a,3612000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE012,03,12042,no,Edenderry Urban,Edenderry Urban,n.a,793000,,,,,,,,,,,,,,,,,2,,,,,,,,,,
IE012,03,12043,no,Esker,Esker,n.a,2811000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE012,03,12044,no,Knockdrin,Knockdrin,n.a,2540000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE012,03,12045,no,Monasteroris,Monasteroris,n.a,2826000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE012,03,12046,no,Aghancon,Aghancon,n.a,2474000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE012,03,12047,no,Ballincor,Ballincor,n.a,1072000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE012,03,12048,no,Barna,Barna,n.a,1481000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE012,03,12049,no,Cangort,Cangort,n.a,1369000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE012,03,12050,no,Cullenwaine,Cullenwaine,n.a,2408000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE012,03,12051,no,Dunkerrin,Dunkerrin,n.a,2229000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE012,03,12052,no,Ettagh,Ettagh,n.a,2425000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE012,03,12053,no,Gorteen,Gorteen,n.a,2479000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE012,03,12054,no,Mountheaton,Mountheaton,n.a,2449000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE012,03,12055,no,Roscomroe,Roscomroe,n.a,1843000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE012,03,12056,no,Shinrone,Shinrone,n.a,2136000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE012,03,12057,no,Templeharry,Templeharry,n.a,1992000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE012,03,12058,no,Tulla,Tulla,n.a,2372000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE012,03,12059,no,Ballycommon,Ballycommon,n.a,2685000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE012,03,12060,no,Ballyshear,Ballyshear,n.a,2239000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE012,03,12061,no,Bawn,Bawn,n.a,1819000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE012,03,12062,no,Cappancur,Cappancur,n.a,4977000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE012,03,12063,no,Clara,Clara,n.a,3010000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE012,03,12064,no,Clonygowan,Clonygowan,n.a,1958000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE012,03,12065,no,Daingean,Daingean,n.a,1889000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE012,03,12066,no,Derrycooly,Derrycooley,n.a,2043000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE012,03,12067,no,Durrow,Durrow,n.a,2084000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE012,03,12068,no,Geashill,Geashill,n.a,3559000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE012,03,12069,no,Gorteen,Gorteen,n.a,1446000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
IE012,03,12070,no,Hammerlane,Hammerlane,n.a,2372000,,,,,,,,,,,,,,,,,3,,,,,,,,,,
