NUTS_3,LAU1_NAT_CODE,LAU2_NAT_CODE,CHANGE,NAME_1,NAME_2_LAT,POP 2015,AREA
ITC47,n.a.,017054,no,Cimbergo,Cimbergo,551,24713300
ITC47,n.a.,017055,no,Cividate Camuno,Cividate Camuno,2733,3306800
ITC47,n.a.,017056,no,Coccaglio,Coccaglio,8767,12046700
ITC47,n.a.,017057,no,Collebeato,Collebeato,4622,5269900
ITC47,n.a.,017058,no,Collio,Collio,2108,53475700
ITC47,n.a.,017059,no,Cologne,Cologne,7667,13787700
ITC47,n.a.,017060,no,Comezzano-Cizzago,Comezzano-Cizzago,3803,15437200
ITC47,n.a.,017061,no,Concesio,Concesio,15465,19075000
ITC47,n.a.,017062,no,Corte Franca,Corte Franca,7233,13973500
ITC47,n.a.,017063,no,Corteno Golgi,Corteno Golgi,1976,82605800
ITC47,n.a.,017064,no,Corzano,Corzano,1416,12296200
ITC47,n.a.,017065,no,Darfo Boario Terme,Darfo Boario Terme,15599,36071700
ITC47,n.a.,017066,no,Dello,Dello,5720,23321300
ITC47,n.a.,017067,no,Desenzano del Garda,Desenzano del Garda,28650,59263400
ITC47,n.a.,017068,no,Edolo,Edolo,4572,88904300
ITC47,n.a.,017069,no,Erbusco,Erbusco,8633,16240000
ITC47,n.a.,017070,no,Esine,Esine,5300,30306600
ITC47,n.a.,017071,no,Fiesse,Fiesse,2074,16016200
ITC47,n.a.,017072,no,Flero,Flero,8732,9836800
ITC47,n.a.,017073,no,Gambara,Gambara,4710,31586600
ITC47,n.a.,017074,no,Gardone Riviera,Gardone Riviera,2660,21393800
ITC47,n.a.,017075,no,Gardone Val Trompia,Gardone Val Trompia,11657,26656600
ITC47,n.a.,017076,no,Gargnano,Gargnano,2934,76754800
ITC47,n.a.,017077,no,Gavardo,Gavardo,12056,29796400
ITC47,n.a.,017078,no,Ghedi,Ghedi,18905,60841000
ITC47,n.a.,017079,no,Gianico,Gianico,2160,13381300
ITC47,n.a.,017080,no,Gottolengo,Gottolengo,5249,29284100
ITC47,n.a.,017081,no,Gussago,Gussago,16753,25089500
ITC47,n.a.,017082,no,Idro,Idro,1966,22893100
ITC47,n.a.,017083,no,Incudine,Incudine,385,19666000
ITC47,n.a.,017084,no,Irma,Irma,132,4934700
ITC47,n.a.,017085,no,Iseo,Iseo,9179,28419900
ITC47,n.a.,017086,no,Isorella,Isorella,4079,15328600
ITC47,n.a.,017087,no,Lavenone,Lavenone,555,31824000
ITC47,n.a.,017088,no,Leno,Leno,14387,58452500
ITC47,n.a.,017089,no,Limone sul Garda,Limone sul Garda,1181,23034500
ITC47,n.a.,017090,no,Lodrino,Lodrino,1698,16498900
ITC47,n.a.,017091,no,Lograto,Lograto,3819,12433700
ITC47,n.a.,017092,no,Lonato del Garda,Lonato del Garda,16246,68196400
ITC47,n.a.,017093,no,Longhena,Longhena,576,3470700
ITC47,n.a.,017094,no,Losine,Losine,608,6255400
ITC47,n.a.,017095,no,Lozio,Lozio,398,23742900
ITC47,n.a.,017096,no,Lumezzane,Lumezzane,22644,31718400
ITC47,n.a.,017097,no,Maclodio,Maclodio,1480,5095800
ITC47,n.a.,017098,no,Magasa,Magasa,142,19114300
ITC47,n.a.,017099,no,Mairano,Mairano,3501,11528300
ITC47,n.a.,017100,no,Malegno,Malegno,2037,6894200
ITC47,n.a.,017101,no,Malonno,Malonno,3261,31457200
ITC47,n.a.,017102,no,Manerba del Garda,Manerba del Garda,5287,36632100
ITC47,n.a.,017103,no,Manerbio,Manerbio,13083,27884300
ITC47,n.a.,017104,no,Marcheno,Marcheno,4364,22739500
ITC47,n.a.,017105,no,Marmentino,Marmentino,675,18035100
ITC47,n.a.,017106,no,Marone,Marone,3238,23931000
ITC47,n.a.,017107,no,Mazzano,Mazzano,12222,15726700
ITC47,n.a.,017108,no,Milzano,Milzano,1784,8489000
ITC47,n.a.,017109,no,Moniga del Garda,Moniga del Garda,2533,14653900
ITC47,n.a.,017110,no,Monno,Monno,555,31026400
ITC47,n.a.,017111,no,Monte Isola,Monte Isola,1754,12605300
ITC47,n.a.,017112,no,Monticelli Brusati,Monticelli Brusati,4516,10890900
ITC47,n.a.,017113,no,Montichiari,Montichiari,25198,81662500
ITC47,n.a.,017114,no,Montirone,Montirone,5165,10518200
ITC47,n.a.,017115,no,Mura,Mura,796,12506900
ITC47,n.a.,017116,no,Muscoline,Muscoline,2641,10078200
ITC47,n.a.,017117,no,Nave,Nave,11029,27211900
ITC47,n.a.,017118,no,Niardo,Niardo,1978,22157800
ITC47,n.a.,017119,no,Nuvolento,Nuvolento,3992,7457700
ITC47,n.a.,017120,no,Nuvolera,Nuvolera,4696,13311800
ITC47,n.a.,017121,no,Odolo,Odolo,1985,6544000
ITC47,n.a.,017122,no,Offlaga,Offlaga,4134,23033700
ITC47,n.a.,017123,no,Ome,Ome,3205,9848300
ITC47,n.a.,017124,no,Ono San Pietro,Ono San Pietro,994,13779900
ITC47,n.a.,017125,no,Orzinuovi,Orzinuovi,12644,47869100
ITC47,n.a.,017126,no,Orzivecchi,Orzivecchi,2498,9937800
ITC47,n.a.,017127,no,Ospitaletto,Ospitaletto,14509,9290400
ITC47,n.a.,017128,no,Ossimo,Ossimo,1451,14858000
ITC47,n.a.,017129,no,Padenghe sul Garda,Padenghe sul Garda,4458,26810300
ITC47,n.a.,017130,no,Paderno Franciacorta,Paderno Franciacorta,3734,5608100
ITC47,n.a.,017131,no,Paisco Loveno,Paisco Loveno,183,35866100
ITC47,n.a.,017132,no,Paitone,Paitone,2130,8003500
ITC47,n.a.,017133,no,Palazzolo sull'Oglio,Palazzolo sull'Oglio,20134,23039600
ITC47,n.a.,017134,no,Paratico,Paratico,4714,6181700
ITC47,n.a.,017135,no,Paspardo,Paspardo,614,11153900
ITC47,n.a.,017136,no,Passirano,Passirano,7098,13390900
ITC47,n.a.,017137,no,Pavone del Mella,Pavone del Mella,2794,11613600
ITC47,n.a.,017138,no,San Paolo,San Paolo,4552,18817900
ITC47,n.a.,017139,no,Pertica Alta,Pertica Alta,563,20915500
ITC47,n.a.,017140,no,Pertica Bassa,Pertica Bassa,651,30126300
ITC47,n.a.,017141,no,Pezzaze,Pezzaze,1500,21489700
ITC47,n.a.,017142,no,Pian Camuno,Pian Camuno,4638,10945100
ITC47,n.a.,017143,no,Pisogne,Pisogne,8022,49228000
ITC47,n.a.,017144,no,Polaveno,Polaveno,2555,9201200
ITC47,n.a.,017145,no,Polpenazze del Garda,Polpenazze del Garda,2611,9119700
ITC47,n.a.,017146,no,Pompiano,Pompiano,3855,15273600
ITC47,n.a.,017147,no,Poncarale,Poncarale,5283,12643400
ITC47,n.a.,017148,no,Ponte di Legno,Ponte di Legno,1729,100434900
ITC47,n.a.,017149,no,Pontevico,Pontevico,7105,29207500
ITC47,n.a.,017150,no,Pontoglio,Pontoglio,6935,11086000
ITC47,n.a.,017151,no,Pozzolengo,Pozzolengo,3497,21328000
ITC47,n.a.,017152,no,Pralboino,Pralboino,3009,17162500
ITC47,n.a.,017153,no,Preseglie,Preseglie,1514,11452600
ITC47,n.a.,017154,no,Prestine,Prestine,375,16262600
ITC47,n.a.,017155,no,Prevalle,Prevalle,6999,9989300
ITC47,n.a.,017156,no,Provaglio d'Iseo,Provaglio d'Iseo,7318,16159900
ITC47,n.a.,017157,no,Provaglio Val Sabbia,Provaglio Val Sabbia,918,14850800
ITC47,n.a.,017158,no,Puegnago sul Garda,Puegnago sul Garda,3410,10971800
ITC47,n.a.,017159,no,Quinzano d'Oglio,Quinzano d'Oglio,6250,21453000
ITC47,n.a.,017160,no,Remedello,Remedello,3425,21462800
ITC47,n.a.,017161,no,Rezzato,Rezzato,13472,18206700
ITC47,n.a.,017162,no,Roccafranca,Roccafranca,4920,19132500
ITC47,n.a.,017163,no,Rodengo Saiano,Rodengo Saiano,9504,12859500
ITC47,n.a.,017164,no,Roè Volciano,Roè Volciano,4574,5820800
ITC47,n.a.,017165,no,Roncadelle,Roncadelle,9538,9390000
ITC47,n.a.,017166,no,Rovato,Rovato,19209,26094500
ITC47,n.a.,017167,no,Rudiano,Rudiano,5830,9845600
ITC47,n.a.,017168,no,Sabbio Chiese,Sabbio Chiese,3905,18447500
ITC47,n.a.,017169,no,Sale Marasino,Sale Marasino,3362,16587100
ITC47,n.a.,017170,no,Salò,Salò,10693,27305600
ITC47,n.a.,017171,no,San Felice del Benaco,San Felice del Benaco,3391,20218000
ITC47,n.a.,017172,no,San Gervasio Bresciano,San Gervasio Bresciano,2531,10503000
ITC47,n.a.,017173,no,San Zeno Naviglio,San Zeno Naviglio,4673,6253200
ITC47,n.a.,017174,no,Sarezzo,Sarezzo,13553,17679300
ITC47,n.a.,017175,no,Saviore dell'Adamello,Saviore dell'Adamello,916,84272100
ITC47,n.a.,017176,no,Sellero,Sellero,1466,14471300
ITC47,n.a.,017177,no,Seniga,Seniga,1471,13572100
ITC47,n.a.,017178,no,Serle,Serle,3023,18427600
ITC47,n.a.,017179,no,Sirmione,Sirmione,8137,26252200
ITC47,n.a.,017180,no,Soiano del Lago,Soiano del Lago,1896,5773500
ITC47,n.a.,017181,no,Sonico,Sonico,1264,60892900
ITC47,n.a.,017182,no,Sulzano,Sulzano,1917,10439800
ITC47,n.a.,017183,no,Tavernole sul Mella,Tavernole sul Mella,1303,19807800
ITC47,n.a.,017184,no,Temù,Temù,1105,43257600
ITC47,n.a.,017185,no,Tignale,Tignale,1256,45860000
ITC47,n.a.,017186,no,Torbole Casaglia,Torbole Casaglia,6522,13439500
ITC47,n.a.,017187,no,Toscolano-Maderno,Toscolano-Maderno,7990,58172200
ITC47,n.a.,017188,no,Travagliato,Travagliato,13910,17736100
ITC47,n.a.,017189,no,Tremosine sul Garda,Tremosine sul Garda,2100,72692700
ITC47,n.a.,017190,no,Trenzano,Trenzano,5401,20102100
ITC47,n.a.,017191,no,Treviso Bresciano,Treviso Bresciano,545,17733500
ITC47,n.a.,017192,no,Urago d'Oglio,Urago d'Oglio,3876,10680300
ITC47,n.a.,017193,no,Vallio Terme,Vallio Terme,1405,14857700
ITC47,n.a.,017194,no,Valvestino,Valvestino,184,31123800
ITC47,n.a.,017195,no,Verolanuova,Verolanuova,8226,25759900
ITC47,n.a.,017196,no,Verolavecchia,Verolavecchia,3842,21063800
ITC47,n.a.,017197,no,Vestone,Vestone,4390,12964000
ITC47,n.a.,017198,no,Vezza d'Oglio,Vezza d'Oglio,1457,54148000
ITC47,n.a.,017199,no,Villa Carcina,Villa Carcina,11004,14219700
ITC47,n.a.,017200,no,Villachiara,Villachiara,1463,16865200
ITC47,n.a.,017201,no,Villanuova sul Clisi,Villanuova sul Clisi,5773,9101300
ITC47,n.a.,017202,no,Vione,Vione,691,35265400
ITC47,n.a.,017203,no,Visano,Visano,2002,11223900
ITC47,n.a.,017204,no,Vobarno,Vobarno,8103,53222100
ITC47,n.a.,017205,no,Zone,Zone,1076,19681700
ITC47,n.a.,017206,no,Piancogno,Piancogno,4640,14302300
ITC48,n.a.,018001,no,Alagna,Alagna,875,8344300
ITC48,n.a.,018002,no,Albaredo Arnaboldi,Albaredo Arnaboldi,250,8757100
ITC48,n.a.,018003,no,Albonese,Albonese,560,4328000
ITC48,n.a.,018004,no,Albuzzano,Albuzzano,3513,15449000
ITC48,n.a.,018005,no,Arena Po,Arena Po,1574,22489100
ITC48,n.a.,018006,no,Badia Pavese,Badia Pavese,363,5057200
ITC48,n.a.,018007,no,Bagnaria,Bagnaria,658,16664100
ITC48,n.a.,018008,no,Barbianello,Barbianello,872,11712600
ITC48,n.a.,018009,no,Bascapè,Bascapè,1776,13338200
ITC48,n.a.,018011,no,Bastida Pancarana,Bastida Pancarana,1023,12500100
ITC48,n.a.,018012,no,Battuda,Battuda,660,7142700
ITC48,n.a.,018013,no,Belgioioso,Belgioioso,6187,24687000
ITC48,n.a.,018014,no,Bereguardo,Bereguardo,2794,17863900
ITC48,n.a.,018015,no,Borgarello,Borgarello,2729,4836400
ITC48,n.a.,018016,no,Borgo Priolo,Borgo Priolo,1474,28809800
ITC48,n.a.,018017,no,Borgoratto Mormorolo,Borgoratto Mormorolo,432,16104500
ITC48,n.a.,018018,no,Borgo San Siro,Borgo San Siro,1019,17639400
ITC48,n.a.,018019,no,Bornasco,Bornasco,2649,12928800
ITC48,n.a.,018020,no,Bosnasco,Bosnasco,634,4837200
ITC48,n.a.,018021,no,Brallo di Pregola,Brallo di Pregola,599,46145100
ITC48,n.a.,018022,no,Breme,Breme,800,18814500
ITC48,n.a.,018023,no,Bressana Bottarone,Bressana Bottarone,3529,12687500
ITC48,n.a.,018024,no,Broni,Broni,9364,20847000
ITC48,n.a.,018025,no,Calvignano,Calvignano,122,6983800
ITC48,n.a.,018026,no,Campospinoso,Campospinoso,1032,3686500
ITC48,n.a.,018027,no,Candia Lomellina,Candia Lomellina,1550,27900600
ITC48,n.a.,018028,no,Canevino,Canevino,109,4809500
ITC48,n.a.,018029,no,Canneto Pavese,Canneto Pavese,1353,5814800
ITC48,n.a.,018030,no,Carbonara al Ticino,Carbonara al Ticino,1548,14780900
ITC48,n.a.,018031,no,Casanova Lonati,Casanova Lonati,458,4630300
ITC48,n.a.,018032,no,Casatisma,Casatisma,899,5477400
ITC48,n.a.,018033,no,Casei Gerola,Casei Gerola,2500,24805300
ITC48,n.a.,018034,no,Casorate Primo,Casorate Primo,8709,9736000
ITC48,n.a.,018035,no,Cassolnovo,Cassolnovo,7042,31739600
ITC48,n.a.,018036,no,Castana,Castana,721,5277300
ITC48,n.a.,018037,no,Casteggio,Casteggio,6805,17662000
ITC48,n.a.,018038,no,Castelletto di Branduzzo,Castelletto di Branduzzo,1033,11772600
ITC48,n.a.,018039,no,Castello d'Agogna,Castello d'Agogna,1202,10744600
ITC48,n.a.,018040,no,Castelnovetto,Castelnovetto,603,18214400
ITC48,n.a.,018041,no,Cava Manara,Cava Manara,6707,17259300
ITC48,n.a.,018042,no,Cecima,Cecima,236,10121900
ITC48,n.a.,018043,no,Ceranova,Ceranova,2154,4597800
ITC48,n.a.,018044,no,Ceretto Lomellina,Ceretto Lomellina,196,7378700
ITC48,n.a.,018045,no,Cergnago,Cergnago,735,13560000
ITC48,n.a.,018046,no,Certosa di Pavia,Certosa di Pavia,5452,10858100
ITC48,n.a.,018047,no,Cervesina,Cervesina,1204,12411100
ITC48,n.a.,018048,no,Chignolo Po,Chignolo Po,4017,23388800
ITC48,n.a.,018049,no,Cigognola,Cigognola,1351,7875800
ITC48,n.a.,018050,no,Cilavegna,Cilavegna,5568,18051500
ITC48,n.a.,018051,no,Codevilla,Codevilla,997,12955300
ITC48,n.a.,018052,no,Confienza,Confienza,1649,26810500
ITC48,n.a.,018053,no,Copiano,Copiano,1701,4340200
ITC48,n.a.,018054,no,Corana,Corana,812,12871200
ITC48,n.a.,018057,no,Corvino San Quirico,Corvino San Quirico,1039,4372900
ITC48,n.a.,018058,no,Costa de' Nobili,Costa de' Nobili,370,11824400
ITC48,n.a.,018059,no,Cozzo,Cozzo,350,17609700
ITC48,n.a.,018060,no,Cura Carpignano,Cura Carpignano,4851,11087100
ITC48,n.a.,018061,no,Dorno,Dorno,4656,30567000
ITC48,n.a.,018062,no,Ferrera Erbognone,Ferrera Erbognone,1189,19171100
ITC48,n.a.,018063,no,Filighera,Filighera,876,8248000
ITC48,n.a.,018064,no,Fortunago,Fortunago,390,17825000
ITC48,n.a.,018065,no,Frascarolo,Frascarolo,1209,24175200
ITC48,n.a.,018066,no,Galliavola,Galliavola,211,9231400
ITC48,n.a.,018067,no,Gambarana,Gambarana,225,11776400
ITC48,n.a.,018068,no,Gambolò,Gambolò,10091,51703800
ITC48,n.a.,018069,no,Garlasco,Garlasco,9787,39176600
ITC48,n.a.,018071,no,Gerenzago,Gerenzago,1403,5411300
ITC48,n.a.,018072,no,Giussago,Giussago,5168,24723000
ITC48,n.a.,018073,no,Godiasco Salice Terme,Godiasco Salice Terme,3229,20609000
ITC48,n.a.,018074,no,Golferenzo,Golferenzo,190,4421100
ITC48,n.a.,018075,no,Gravellona Lomellina,Gravellona Lomellina,2707,20344800
ITC48,n.a.,018076,no,Gropello Cairoli,Gropello Cairoli,4599,26216300
ITC48,n.a.,018077,no,Inverno e Monteleone,Inverno e Monteleone,1489,9641600
ITC48,n.a.,018078,no,Landriano,Landriano,6327,15587400
ITC48,n.a.,018079,no,Langosco,Langosco,387,15820100
ITC48,n.a.,018080,no,Lardirago,Lardirago,1210,5341700
ITC48,n.a.,018081,no,Linarolo,Linarolo,2821,13166200
ITC48,n.a.,018082,no,Lirio,Lirio,122,1745700
ITC48,n.a.,018083,no,Lomello,Lomello,2206,22358800
ITC48,n.a.,018084,no,Lungavilla,Lungavilla,2429,6820500
ITC48,n.a.,018085,no,Magherno,Magherno,1730,5253200
ITC48,n.a.,018086,no,Marcignago,Marcignago,2465,10117800
ITC48,n.a.,018087,no,Marzano,Marzano,1699,9289600
ITC48,n.a.,018088,no,Mede,Mede,6693,32894800
ITC48,n.a.,018089,no,Menconico,Menconico,360,28140300
ITC48,n.a.,018090,no,Mezzana Bigli,Mezzana Bigli,1098,19020700
ITC48,n.a.,018091,no,Mezzana Rabattone,Mezzana Rabattone,497,7064300
ITC48,n.a.,018092,no,Mezzanino,Mezzanino,1440,12510800
ITC48,n.a.,018093,no,Miradolo Terme,Miradolo Terme,3810,9556100
ITC48,n.a.,018094,no,Montalto Pavese,Montalto Pavese,890,19065400
ITC48,n.a.,018095,no,Montebello della Battaglia,Montebello della Battaglia,1628,15741800
ITC48,n.a.,018096,no,Montecalvo Versiggia,Montecalvo Versiggia,521,11403700
ITC48,n.a.,018097,no,Montescano,Montescano,404,2404700
ITC48,n.a.,018098,no,Montesegale,Montesegale,298,14974700
ITC48,n.a.,018099,no,Monticelli Pavese,Monticelli Pavese,678,20194400
ITC48,n.a.,018100,no,Montù Beccaria,Montù Beccaria,1690,15493500
ITC48,n.a.,018101,no,Mornico Losana,Mornico Losana,641,8299200
ITC48,n.a.,018102,no,Mortara,Mortara,15386,51970200
ITC48,n.a.,018103,no,Nicorvo,Nicorvo,340,8076500
ITC48,n.a.,018104,no,Olevano di Lomellina,Olevano di Lomellina,729,15381200
ITC48,n.a.,018105,no,Oliva Gessi,Oliva Gessi,176,3910200
ITC48,n.a.,018106,no,Ottobiano,Ottobiano,1090,24979600
ITC48,n.a.,018107,no,Palestro,Palestro,1935,18806600
ITC48,n.a.,018108,no,Pancarana,Pancarana,316,6101900
ITC48,n.a.,018109,no,Parona,Parona,1923,9301300
ITC48,n.a.,018110,no,Pavia,Pavia,72576,63244700
ITC48,n.a.,018111,no,Pietra de' Giorgi,Pietra de' Giorgi,862,11200900
ITC48,n.a.,018112,no,Pieve Albignola,Pieve Albignola,873,18153300
ITC48,n.a.,018113,no,Pieve del Cairo,Pieve del Cairo,2063,25106300
ITC48,n.a.,018114,no,Pieve Porto Morone,Pieve Porto Morone,2648,16396800
ITC48,n.a.,018115,no,Pinarolo Po,Pinarolo Po,1696,11308000
ITC48,n.a.,018116,no,Pizzale,Pizzale,735,7090400
ITC48,n.a.,018117,no,Ponte Nizza,Ponte Nizza,807,22957600
ITC48,n.a.,018118,no,Portalbera,Portalbera,1524,4479800
ITC48,n.a.,018119,no,Rea,Rea,425,2159700
ITC48,n.a.,018120,no,Redavalle,Redavalle,1069,5415000
ITC48,n.a.,018121,no,Retorbido,Retorbido,1538,11667900
ITC48,n.a.,018122,no,Rivanazzano Terme,Rivanazzano Terme,5312,28912300
ITC48,n.a.,018123,no,Robbio,Robbio,5929,40541300
ITC48,n.a.,018124,no,Robecco Pavese,Robecco Pavese,565,6934600
ITC48,n.a.,018125,no,Rocca de' Giorgi,Rocca de' Giorgi,87,10496700
ITC48,n.a.,018126,no,Rocca Susella,Rocca Susella,225,12764300
ITC48,n.a.,018127,no,Rognano,Rognano,649,9364800
ITC48,n.a.,018128,no,Romagnese,Romagnese,687,29721900
ITC48,n.a.,018129,no,Roncaro,Roncaro,1557,5051100
ITC48,n.a.,018130,no,Rosasco,Rosasco,607,19552900
ITC48,n.a.,018131,no,Rovescala,Rovescala,901,8412100
ITC48,n.a.,018132,no,Ruino,Ruino,723,21456000
ITC48,n.a.,018133,no,San Cipriano Po,San Cipriano Po,488,8504600
ITC48,n.a.,018134,no,San Damiano al Colle,San Damiano al Colle,656,6432300
ITC48,n.a.,018135,no,San Genesio ed Uniti,San Genesio ed Uniti,3856,9268800
ITC48,n.a.,018136,no,San Giorgio di Lomellina,San Giorgio di Lomellina,1099,25452500
ITC48,n.a.,018137,no,San Martino Siccomario,San Martino Siccomario,6182,14290900
ITC48,n.a.,018138,no,Sannazzaro de' Burgondi,Sannazzaro de' Burgondi,5515,23332700
ITC48,n.a.,018139,no,Santa Cristina e Bissone,Santa Cristina e Bissone,2003,22421100
ITC48,n.a.,018140,no,Santa Giuletta,Santa Giuletta,1643,11591400
ITC48,n.a.,018141,no,Sant'Alessio con Vialone,Sant'Alessio con Vialone,957,6557300
ITC48,n.a.,018142,no,Santa Margherita di Staffora,Santa Margherita di Staffora,473,36900300
ITC48,n.a.,018143,no,Santa Maria della Versa,Santa Maria della Versa,2430,18476300
ITC48,n.a.,018144,no,Sant'Angelo Lomellina,Sant'Angelo Lomellina,818,10497400
ITC48,n.a.,018145,no,San Zenone al Po,San Zenone al Po,596,6892800
ITC48,n.a.,018146,no,Sartirana Lomellina,Sartirana Lomellina,1657,29542400
ITC48,n.a.,018147,no,Scaldasole,Scaldasole,938,11574200
ITC48,n.a.,018148,no,Semiana,Semiana,231,9720900
ITC48,n.a.,018149,no,Silvano Pietra,Silvano Pietra,672,13671300
ITC48,n.a.,018150,no,Siziano,Siziano,5989,11788000
ITC48,n.a.,018151,no,Sommo,Sommo,1145,14872700
ITC48,n.a.,018152,no,Spessa,Spessa,605,12231600
ITC48,n.a.,018153,no,Stradella,Stradella,11622,18835500
ITC48,n.a.,018154,no,Suardi,Suardi,624,9848000
ITC48,n.a.,018155,no,Torrazza Coste,Torrazza Coste,1680,16228300
ITC48,n.a.,018156,no,Torre Beretti e Castellaro,Torre Beretti e Castellaro,567,17660200
ITC48,n.a.,018157,no,Torre d'Arese,Torre d'Arese,966,4493500
ITC48,n.a.,018158,no,Torre de' Negri,Torre de' Negri,329,4009100
ITC48,n.a.,018159,no,Torre d'Isola,Torre d'Isola,2417,16438800
ITC48,n.a.,018160,no,Torrevecchia Pia,Torrevecchia Pia,3541,16502200
ITC48,n.a.,018161,no,Torricella Verzate,Torricella Verzate,844,3627200
ITC48,n.a.,018162,no,Travacò Siccomario,Travacò Siccomario,4436,17045100
ITC48,n.a.,018163,no,Trivolzio,Trivolzio,2146,3831300
ITC48,n.a.,018164,no,Tromello,Tromello,3856,35498700
ITC48,n.a.,018165,no,Trovo,Trovo,1041,8155000
ITC48,n.a.,018166,no,Val di Nizza,Val di Nizza,624,29683100
ITC48,n.a.,018167,no,Valeggio,Valeggio,217,9854000
ITC48,n.a.,018168,no,Valle Lomellina,Valle Lomellina,2197,27236100
ITC48,n.a.,018169,no,Valle Salimbene,Valle Salimbene,1511,7161200
ITC48,n.a.,018170,no,Valverde,Valverde,287,14983600
ITC48,n.a.,018171,no,Varzi,Varzi,3279,57612400
ITC48,n.a.,018172,no,Velezzo Lomellina,Velezzo Lomellina,95,8172500
ITC48,n.a.,018173,no,Vellezzo Bellini,Vellezzo Bellini,3253,8196300
ITC48,n.a.,018174,no,Verretto,Verretto,395,2708600
ITC48,n.a.,018175,no,Verrua Po,Verrua Po,1272,11440600
ITC48,n.a.,018176,no,Vidigulfo,Vidigulfo,6311,16142800
ITC48,n.a.,018177,no,Vigevano,Vigevano,63310,81365100
ITC48,n.a.,018178,no,Villa Biscossi,Villa Biscossi,78,4878100
ITC48,n.a.,018179,no,Villanova d'Ardenghi,Villanova d'Ardenghi,772,6608600
ITC48,n.a.,018180,no,Villanterio,Villanterio,3185,14767600
ITC48,n.a.,018181,no,Vistarino,Vistarino,1578,9489700
ITC48,n.a.,018182,no,Voghera,Voghera,39421,63441700
ITC48,n.a.,018183,no,Volpara,Volpara,134,3773900
ITC48,n.a.,018184,no,Zavattarello,Zavattarello,991,28403000
ITC48,n.a.,018185,no,Zeccone,Zeccone,1719,5529300
ITC48,n.a.,018186,no,Zeme,Zeme,1074,24583200
ITC48,n.a.,018187,no,Zenevredo,Zenevredo,486,5403700
ITC48,n.a.,018188,no,Zerbo,Zerbo,429,6361500
ITC48,n.a.,018189,no,Zerbolò,Zerbolò,1752,37192000
ITC48,n.a.,018190,no,Zinasco,Zinasco,3262,29737000
ITC48,n.a.,018191,no,Cornale e Bastida,Cornale e Bastida,867,3821900
ITC48,n.a.,018192,1/1/2016,Corteolona e Genzone,Corteolona e Genzone,2580,14086600
ITC4A,n.a.,019001,no,Acquanegra Cremonese,Acquanegra Cremonese,1189,9216200
ITC4A,n.a.,019002,no,Agnadello,Agnadello,3845,12077700
ITC4A,n.a.,019003,no,Annicco,Annicco,2049,19198600
ITC4A,n.a.,019004,no,Azzanello,Azzanello,656,11121200
ITC4A,n.a.,019005,no,Bagnolo Cremasco,Bagnolo Cremasco,4798,10387900
ITC4A,n.a.,019006,no,Bonemerse,Bonemerse,1531,5900800
ITC4A,n.a.,019007,no,Bordolano,Bordolano,606,8142500
ITC4A,n.a.,019008,no,Ca' d'Andrea,Ca' d'Andrea,428,17107400
ITC4A,n.a.,019009,no,Calvatone,Calvatone,1208,13699900
ITC4A,n.a.,019010,no,Camisano,Camisano,1268,10950700
ITC4A,n.a.,019011,no,Campagnola Cremasca,Campagnola Cremasca,673,4640800
ITC4A,n.a.,019012,no,Capergnanica,Capergnanica,2137,6838200
ITC4A,n.a.,019013,no,Cappella Cantone,Cappella Cantone,573,13147300
ITC4A,n.a.,019014,no,Cappella de' Picenardi,Cappella de' Picenardi,450,14197900
ITC4A,n.a.,019015,no,Capralba,Capralba,2362,13454500
ITC4A,n.a.,019016,no,Casalbuttano ed Uniti,Casalbuttano ed Uniti,3905,22875300
ITC4A,n.a.,019017,no,Casale Cremasco-Vidolasco,Casale Cremasco-Vidolasco,1894,9193600
ITC4A,n.a.,019018,no,Casaletto Ceredano,Casaletto Ceredano,1192,6518100
ITC4A,n.a.,019019,no,Casaletto di Sopra,Casaletto di Sopra,570,8657100
ITC4A,n.a.,019020,no,Casaletto Vaprio,Casaletto Vaprio,1776,5402000
ITC4A,n.a.,019021,no,Casalmaggiore,Casalmaggiore,15351,64534200
ITC4A,n.a.,019022,no,Casalmorano,Casalmorano,1622,12282500
ITC4A,n.a.,019023,no,Casteldidone,Casteldidone,586,10789500
ITC4A,n.a.,019024,no,Castel Gabbiano,Castel Gabbiano,474,5787700
ITC4A,n.a.,019025,no,Castelleone,Castelleone,9455,45078100
ITC4A,n.a.,019026,no,Castelverde,Castelverde,5727,30891300
ITC4A,n.a.,019027,no,Castelvisconti,Castelvisconti,309,9757200
ITC4A,n.a.,019028,no,Cella Dati,Cella Dati,509,18918100
ITC4A,n.a.,019029,no,Chieve,Chieve,2296,6193500
ITC4A,n.a.,019030,no,Cicognolo,Cicognolo,982,6963000
ITC4A,n.a.,019031,no,Cingia de' Botti,Cingia de' Botti,1273,14360200
ITC4A,n.a.,019032,no,Corte de' Cortesi con Cignone,Corte de' Cortesi con Cignone,1084,12852800
ITC4A,n.a.,019033,no,Corte de' Frati,Corte de' Frati,1416,20408300
ITC4A,n.a.,019034,no,Credera Rubbiano,Credera Rubbiano,1621,14128600
ITC4A,n.a.,019035,no,Crema,Crema,34371,34518800
ITC4A,n.a.,019036,no,Cremona,Cremona,71901,70494700
ITC4A,n.a.,019037,no,Cremosano,Cremosano,1764,5757800
ITC4A,n.a.,019038,no,Crotta d'Adda,Crotta d'Adda,657,12938500
