at	de
be	nl
be	fr
be	de
bg	bg
cy	el
cy	tr
cz	cs
de	de
dk	da
ee	et
es	ast
es	ca
es	es
es	eu
es	gl
fi	fi
fi	sv
fi	se
fr	fr
hr	hr
hu	hu
ie	en
ie	ga
it	it
it	de
it	fr
lu	lb
lu	fr
lu	de
lv	lv
mt	mt
mt	en
nl	nl
pl	pl
pt	pt
ro	ro
se	sv
si	sl
sk	sk
